prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,corrupted,15.394979,8.841785,6.553194,0.22920315,0.00032674,True,1,David,David | the | his | a | Harry,15.3950 | 15.0127 | 14.5695 | 13.7033 | 13.4761
"When Kate and Olivia went to the theater, Kate gave the map to","When Clara and Olivia went to the theater, Clara gave the map to",Olivia,Kate,Clara,BAB,0,the theater,map,33911,16693,corrupted,15.786847,8.708109,7.078738,0.3351461,0.00028247,True,1,Olivia,Olivia | her | the | them | a,15.7868 | 14.9084 | 14.6650 | 13.6538 | 13.0147
"When Emma and David went to the mall, David gave the book to","When Emma and Olivia went to the mall, Olivia gave the book to",Emma,David,Olivia,ABB,0,the mall,book,18966,3271,corrupted,16.257908,10.099711,6.158196,0.30167091,0.00063836,True,1,Emma,Emma | her | the | a | them,16.2579 | 15.9116 | 14.6599 | 14.4446 | 14.2166
"While Bob and Ella were at the theater, Ella delivered the wallet to","While Bob and Quinn were at the theater, Quinn delivered the wallet to",Bob,Ella,Quinn,ABB,5,the theater,wallet,5811,7122,corrupted,14.95149,7.531456,7.420034,0.23701927,0.00014201,True,1,Bob,Bob | the | Quinn | a | her,14.9515 | 13.9601 | 13.3261 | 13.2957 | 13.1968
"When Rose and Paul arrived at the restaurant, Rose passed the ticket to","When Zach and Paul arrived at the restaurant, Zach passed the ticket to",Paul,Rose,Zach,BAB,2,the restaurant,ticket,3362,8049,corrupted,15.224222,7.903612,7.32061,0.29426664,0.00019473,True,1,Paul,Paul | the | his | a | their,15.2242 | 14.5371 | 14.1477 | 13.6949 | 12.7313
"As Noah and Clara walked through the gym, Clara offered the gift to","As Noah and Paul walked through the gym, Paul offered the gift to",Noah,Clara,Paul,ABB,6,the gym,gift,18394,27443,corrupted,17.736034,5.019785,12.716249,0.78861749,2.37e-06,True,1,Noah,Noah | the | his | them | Paul,17.7360 | 14.6287 | 14.2397 | 13.9884 | 13.5330
"While Sam and Derek were at the office, Derek delivered the trophy to","While Sam and Emma were at the office, Emma delivered the trophy to",Sam,Derek,Emma,ABB,5,the office,trophy,3409,20893,corrupted,15.269991,8.719437,6.550554,0.22493093,0.0003215,True,1,Sam,Sam | her | the | a | Dean,15.2700 | 14.6695 | 14.5173 | 13.1756 | 13.0768
"Once Derek and Mia were at the school, Derek brought the package to","Once Grace and Mia were at the school, Grace brought the package to",Mia,Derek,Grace,BAB,4,the school,package,32189,20893,corrupted,14.366626,5.9834,8.383226,0.09399023,2.149e-05,True,3,her,her | the | Mia | school | them,15.1638 | 15.1239 | 14.3666 | 13.5903 | 12.9047
"When Sam and Brian visited the office, Brian handed the key to","When Sam and Fred visited the office, Fred handed the key to",Sam,Brian,Fred,ABB,1,the office,key,3409,8403,corrupted,14.957267,9.473483,5.483784,0.22216006,0.00092276,True,2,the,the | Sam | a | his | Fred,15.0677 | 14.9573 | 13.3695 | 13.3351 | 13.0989
"After Paul and Isla left the market, Isla sent the bag to","After Paul and Iris left the market, Iris sent the bag to",Paul,Isla,Iris,ABB,3,the market,bag,3362,1148,corrupted,14.423897,7.189124,7.234773,0.22330923,0.00016102,True,1,Paul,Paul | the | her | Iris | a,14.4239 | 13.6987 | 12.9213 | 12.6474 | 12.2033
"While Alice and Quinn were at the office, Quinn delivered the book to","While Alice and Xander were at the office, Xander delivered the book to",Alice,Quinn,Xander,ABB,5,the office,book,14862,16109,corrupted,15.837042,8.806562,7.030479,0.23655666,0.00020924,True,1,Alice,Alice | the | her | his | them,15.8370 | 14.7924 | 14.5907 | 14.5044 | 13.7272
"As Clara and Gina walked through the museum, Gina offered the gift to","As Clara and Jack walked through the museum, Jack offered the gift to",Clara,Gina,Jack,ABB,6,the museum,gift,27443,43002,corrupted,18.645256,8.488596,10.15666,0.87214881,3.385e-05,True,1,Clara,Clara | her | the | his | a,18.6453 | 14.8944 | 14.8063 | 14.2591 | 13.5279
"Once Rose and Noah were at the park, Rose brought the wallet to","Once Emma and Noah were at the park, Emma brought the wallet to",Noah,Rose,Emma,BAB,4,the park,wallet,18394,8049,corrupted,16.12936,8.287153,7.842207,0.29812357,0.0001171,True,1,Noah,Noah | the | her | Emma | them,16.1294 | 15.4256 | 15.3033 | 14.7308 | 13.7881
"As Olivia and Grace walked through the hospital, Grace offered the bag to","As Olivia and Wendy walked through the hospital, Wendy offered the bag to",Olivia,Grace,Wendy,ABB,6,the hospital,bag,33911,16156,corrupted,16.487877,9.54187,6.946007,0.38485706,0.00037041,True,1,Olivia,Olivia | her | the | Wendy | them,16.4879 | 15.7277 | 14.8222 | 13.9299 | 13.7637
"While Victor and Emma were at the gym, Victor delivered the map to","While Rose and Emma were at the gym, Rose delivered the map to",Emma,Victor,Rose,BAB,5,the gym,map,18966,12622,corrupted,16.53528,8.328734,8.206546,0.53222549,0.00014522,True,1,Emma,Emma | her | the | them | a,16.5353 | 15.0030 | 14.6626 | 12.9011 | 12.5366
"When Fred and Brian visited the museum, Brian handed the card to","When Fred and Liam visited the museum, Liam handed the card to",Fred,Brian,Liam,ABB,1,the museum,card,8559,8403,corrupted,16.253912,11.017481,5.236431,0.38890705,0.00206868,True,1,Fred,Fred | the | them | his | a,16.2539 | 14.8440 | 14.2738 | 13.8555 | 13.4590
"As Frank and Henry walked through the school, Frank offered the key to","As Kate and Henry walked through the school, Kate offered the key to",Henry,Frank,Kate,BAB,6,the school,key,8616,5278,corrupted,12.389729,8.427984,3.961744,0.01232746,0.00023459,True,7,the,the | their | her | unlocking | a,15.4504 | 14.4819 | 14.3824 | 14.0924 | 13.7193
"While Frank and Emma were at the cafe, Frank delivered the card to","While Sam and Emma were at the cafe, Sam delivered the card to",Emma,Frank,Sam,BAB,5,the cafe,card,18966,5278,corrupted,16.752563,9.023346,7.729218,0.53463763,0.00023513,True,1,Emma,Emma | the | his | her | a,16.7526 | 14.7413 | 14.4967 | 14.4056 | 13.9597
"As Amy and Ella walked through the restaurant, Ella offered the bag to","As Amy and Mia walked through the restaurant, Mia offered the bag to",Amy,Ella,Mia,ABB,6,the restaurant,bag,14235,7122,corrupted,17.027081,6.912494,10.114587,0.48262188,1.954e-05,True,1,Amy,Amy | her | the | them | Mia,17.0271 | 15.3253 | 15.2048 | 14.3286 | 13.8782
"Once Ella and Henry were at the library, Ella brought the phone to","Once Noah and Henry were at the library, Noah brought the phone to",Henry,Ella,Noah,BAB,4,the library,phone,8616,7122,corrupted,14.57515,10.154014,4.421137,0.08769286,0.00105412,True,3,the,the | his | Henry | him | Noah,15.1656 | 15.1064 | 14.5752 | 14.3314 | 14.1460
"While Sam and David were at the beach, David delivered the package to","While Sam and Frank were at the beach, Frank delivered the package to",Sam,David,Frank,ABB,5,the beach,package,3409,3271,corrupted,14.913456,9.282753,5.630703,0.19393663,0.00069547,True,1,Sam,Sam | the | his | a | their,14.9135 | 14.3233 | 14.1870 | 13.4725 | 12.6905
"When Brian and Victor visited the theater, Brian handed the note to","When Derek and Victor visited the theater, Derek handed the note to",Victor,Brian,Derek,BAB,1,the theater,note,12622,8403,corrupted,18.075541,9.022433,9.053107,0.82986677,9.712e-05,True,1,Victor,Victor | the | his | a | him,18.0755 | 14.9586 | 14.9320 | 13.6674 | 12.9401
"After Wendy and Quinn left the park, Wendy sent the bag to","After Bob and Quinn left the park, Bob sent the bag to",Quinn,Wendy,Bob,BAB,3,the park,bag,16109,28314,corrupted,15.035532,8.524226,6.511306,0.25955456,0.00038584,True,1,Quinn,Quinn | the | his | Bob | a,15.0355 | 14.1005 | 13.7754 | 13.2631 | 12.8878
"When Tara and David went to the store, Tara gave the jacket to","When Liam and David went to the store, Liam gave the jacket to",David,Tara,Liam,BAB,0,the store,jacket,3271,37723,corrupted,15.611971,7.445679,8.166292,0.20887223,5.933e-05,True,1,David,David | the | his | them | a,15.6120 | 15.1407 | 14.7077 | 14.6264 | 14.0603
"When Isla and Victor went to the mall, Victor gave the key to","When Isla and Bob went to the mall, Bob gave the key to",Isla,Victor,Bob,ABB,0,the mall,key,1148,12622,corrupted,11.24437,8.561072,2.683298,0.00490531,0.00033522,True,15,the,the | Bob | Alice | his | a,15.0929 | 14.2503 | 14.0572 | 13.7305 | 13.3894
"When Kate and Noah went to the market, Kate gave the map to","When Sam and Noah went to the market, Sam gave the map to",Noah,Kate,Sam,BAB,0,the market,map,18394,16693,corrupted,17.367311,9.059316,8.307996,0.75628096,0.00018645,True,1,Noah,Noah | the | his | a | him,17.3673 | 14.5374 | 14.0264 | 13.1315 | 12.8674
"Once Harry and Derek were at the office, Derek brought the trophy to","Once Harry and David were at the office, David brought the trophy to",Harry,Derek,David,ABB,4,the office,trophy,5850,20893,corrupted,16.619091,8.884918,7.734173,0.26265815,0.00011494,True,1,Harry,Harry | his | the | Hermione | him,16.6191 | 16.2154 | 15.8691 | 15.1034 | 14.9421
"When Harry and Rose arrived at the station, Harry passed the pen to","When Emma and Rose arrived at the station, Emma passed the pen to",Rose,Harry,Emma,BAB,2,the station,pen,8049,5850,corrupted,15.428046,10.030281,5.397765,0.24498083,0.00110895,True,1,Rose,Rose | her | the | a | Emma,15.4280 | 15.4003 | 14.6118 | 13.6683 | 12.8083
"After Rose and Isla left the museum, Isla sent the map to","After Rose and Ella left the museum, Ella sent the map to",Rose,Isla,Ella,ABB,3,the museum,map,8049,1148,corrupted,13.815456,6.77569,7.039766,0.09614062,8.425e-05,True,3,her,her | the | Rose | Ell | a,14.1985 | 14.0058 | 13.8155 | 12.3507 | 12.1606
"After Uma and Ella left the gym, Ella sent the letter to","After Uma and Harry left the gym, Harry sent the letter to",Uma,Ella,Harry,ABB,3,the gym,letter,471,7122,corrupted,14.640477,7.003412,7.637065,0.11231153,5.416e-05,True,1,U,U | his | the | Harry | Hermione,14.6405 | 14.4412 | 14.2259 | 14.0199 | 13.9936
"When Derek and Harry visited the mall, Harry handed the map to","When Derek and Wendy visited the mall, Wendy handed the map to",Derek,Harry,Wendy,ABB,1,the mall,map,20893,5850,corrupted,16.163446,9.312085,6.851361,0.35453141,0.0003751,True,1,Derek,Derek | them | the | her | him,16.1634 | 15.3157 | 15.0498 | 14.2708 | 13.8796
"When Harry and Emma arrived at the mall, Harry passed the bag to","When Alice and Emma arrived at the mall, Alice passed the bag to",Emma,Harry,Alice,BAB,2,the mall,bag,18966,5850,corrupted,16.381441,9.739554,6.641887,0.33062315,0.00043132,True,1,Emma,Emma | her | the | a | them,16.3814 | 16.3116 | 15.0436 | 14.1796 | 13.5321
"When Mia and Amy visited the school, Mia handed the wallet to","When Harry and Amy visited the school, Harry handed the wallet to",Amy,Mia,Harry,BAB,1,the school,wallet,14235,32189,corrupted,17.881819,8.30883,9.572989,0.63929313,4.448e-05,True,1,Amy,Amy | the | his | them | her,17.8818 | 15.9308 | 15.0958 | 14.7995 | 14.5727
"When Jack and Yara went to the school, Jack gave the trophy to","When David and Yara went to the school, David gave the trophy to",Yara,Jack,David,BAB,0,the school,trophy,575,3619,corrupted,15.487846,8.595861,6.891985,0.26369473,0.00026789,True,1,Y,Y | his | the | a | them,15.4878 | 14.9032 | 14.5141 | 13.8934 | 13.1985
"Once Jack and Victor were at the school, Victor brought the letter to","Once Jack and Frank were at the school, Frank brought the letter to",Jack,Victor,Frank,ABB,4,the school,letter,3619,12622,corrupted,14.66853,8.184139,6.48439,0.1412044,0.00021563,True,1,Jack,Jack | the | them | his | him,14.6685 | 14.5223 | 13.9690 | 13.6809 | 13.2763
"As Ella and Emma walked through the park, Emma offered the gift to","As Ella and Frank walked through the park, Frank offered the gift to",Ella,Emma,Frank,ABB,6,the park,gift,7122,18966,corrupted,15.477594,10.347656,5.129938,0.23678572,0.00140104,True,1,Ell,Ell | the | her | his | a,15.4776 | 14.6261 | 14.5499 | 14.0829 | 13.6194
"When Derek and Xander arrived at the beach, Derek passed the book to","When Fred and Xander arrived at the beach, Fred passed the book to",Xander,Derek,Fred,BAB,2,the beach,book,46122,20893,corrupted,16.416201,7.471493,8.944707,0.39733368,5.182e-05,True,1,Xander,Xander | his | the | a | them,16.4162 | 15.2256 | 15.0824 | 14.4986 | 13.4312
"When Mia and Isla went to the mall, Mia gave the bag to","When Xander and Isla went to the mall, Xander gave the bag to",Isla,Mia,Xander,BAB,0,the mall,bag,1148,32189,corrupted,17.055847,10.152128,6.903719,0.54996157,0.00055219,True,1,Is,Is | the | Xander | his | them,17.0558 | 14.9859 | 14.4672 | 14.3800 | 14.1217
"When Kate and Olivia visited the school, Kate handed the package to","When Grace and Olivia visited the school, Grace handed the package to",Olivia,Kate,Grace,BAB,1,the school,package,33911,16693,corrupted,15.932516,8.954781,6.977736,0.31418416,0.00029295,True,1,Olivia,Olivia | her | the | a | them,15.9325 | 15.5969 | 14.9733 | 13.5488 | 13.2145
"While Kate and Isla were at the restaurant, Kate delivered the key to","While Uma and Isla were at the restaurant, Uma delivered the key to",Isla,Kate,Uma,BAB,5,the restaurant,key,1148,16693,corrupted,15.401402,7.507734,7.893668,0.34211618,0.00012764,True,1,Is,Is | the | her | his | U,15.4014 | 14.9652 | 13.7441 | 12.8556 | 12.8482
"As Carol and Emma walked through the theater, Emma offered the pen to","As Carol and Mia walked through the theater, Mia offered the pen to",Carol,Emma,Mia,ABB,6,the theater,pen,5074,18966,corrupted,15.268241,9.524445,5.743796,0.2601189,0.00083305,True,1,Carol,Carol | her | the | a | Mia,15.2682 | 14.5443 | 13.9494 | 13.2210 | 12.5599
"When Brian and Uma went to the cafe, Brian gave the wallet to","When Henry and Uma went to the cafe, Henry gave the wallet to",Uma,Brian,Henry,BAB,0,the cafe,wallet,471,8403,corrupted,16.36824,7.431057,8.937183,0.4711509,6.191e-05,True,1,U,U | the | his | them | her,16.3682 | 14.9033 | 14.5862 | 13.6799 | 13.5522
"When Xander and Ella arrived at the museum, Ella passed the jacket to","When Xander and Harry arrived at the museum, Harry passed the jacket to",Xander,Ella,Harry,ABB,2,the museum,jacket,46122,7122,corrupted,15.761604,6.308609,9.452995,0.26295587,2.063e-05,True,1,Xander,Xander | the | his | a | Harry,15.7616 | 15.0490 | 14.6994 | 14.2322 | 13.6120
"When Harry and Iris visited the restaurant, Iris handed the package to","When Harry and Yara visited the restaurant, Yara handed the package to",Harry,Iris,Yara,ABB,1,the restaurant,package,5850,34230,corrupted,17.079355,7.186719,9.892636,0.65069574,3.289e-05,True,1,Harry,Harry | the | them | Y | her,17.0794 | 14.9154 | 13.9844 | 13.3923 | 13.1823
"After Alice and Quinn left the station, Alice sent the trophy to","After Victor and Quinn left the station, Victor sent the trophy to",Quinn,Alice,Victor,BAB,3,the station,trophy,16109,14862,corrupted,15.424437,8.110522,7.313914,0.48137525,0.00032069,True,1,Quinn,Quinn | the | his | him | Victor,15.4244 | 13.3770 | 13.3379 | 12.4124 | 12.2041
"While Emma and Iris were at the park, Iris delivered the ticket to","While Emma and Uma were at the park, Uma delivered the ticket to",Emma,Iris,Uma,ABB,5,the park,ticket,18966,34230,corrupted,15.882555,6.410056,9.472499,0.39823514,3.064e-05,True,1,Emma,Emma | her | the | U | a,15.8826 | 14.5657 | 14.4947 | 13.2763 | 12.8516
"Once Noah and Gina were at the gym, Noah brought the note to","Once Jack and Gina were at the gym, Jack brought the note to",Gina,Noah,Jack,BAB,4,the gym,note,43002,18394,corrupted,16.786964,7.110935,9.676029,0.50885254,3.194e-05,True,1,Gina,Gina | his | her | the | him,16.7870 | 14.9453 | 14.6493 | 14.4140 | 13.3494
"After Paul and Kate left the store, Kate sent the letter to","After Paul and Liam left the store, Liam sent the letter to",Paul,Kate,Liam,ABB,3,the store,letter,3362,16693,corrupted,14.859572,8.970025,5.889547,0.24298812,0.00067265,True,1,Paul,Paul | the | his | Liam | them,14.8596 | 14.1615 | 13.3461 | 12.6997 | 12.5748
"When Xander and Zach went to the school, Xander gave the package to","When Gina and Zach went to the school, Gina gave the package to",Zach,Xander,Gina,BAB,0,the school,package,18825,46122,corrupted,16.639513,9.504379,7.135134,0.50982249,0.00040613,True,1,Zach,Zach | the | her | them | their,16.6395 | 14.8503 | 14.7655 | 14.5143 | 13.6712
"After Yara and Isla left the theater, Isla sent the jacket to","After Yara and Victor left the theater, Victor sent the jacket to",Yara,Isla,Victor,ABB,3,the theater,jacket,575,1148,corrupted,14.836996,7.754323,7.082673,0.18230599,0.00015305,True,1,Y,Y | Victor | the | his | her,14.8370 | 14.8360 | 13.7742 | 13.4828 | 13.2529
"When Ella and Noah visited the beach, Ella handed the package to","When Emma and Noah visited the beach, Emma handed the package to",Noah,Ella,Emma,BAB,1,the beach,package,18394,7122,corrupted,18.168755,7.547822,10.620932,0.81187701,1.981e-05,True,1,Noah,Noah | her | the | Emma | them,18.1688 | 15.2714 | 14.9403 | 13.8901 | 13.7800
"Once Yara and Carol were at the school, Yara brought the card to","Once Zach and Carol were at the school, Zach brought the card to",Carol,Yara,Zach,BAB,4,the school,card,5074,575,corrupted,16.146721,8.769733,7.376987,0.39424479,0.00024659,True,1,Carol,Carol | the | her | his | them,16.1467 | 14.6028 | 13.6373 | 13.5521 | 13.2764
"When Jack and David went to the school, Jack gave the bag to","When Grace and David went to the school, Grace gave the bag to",David,Jack,Grace,BAB,0,the school,bag,3271,3619,corrupted,15.398082,8.259209,7.138873,0.21014883,0.00016678,True,1,David,David | her | the | them | their,15.3981 | 15.0164 | 14.9208 | 14.0628 | 13.7142
"When Kate and Fred visited the restaurant, Kate handed the wallet to","When Xander and Fred visited the restaurant, Xander handed the wallet to",Fred,Kate,Xander,BAB,1,the restaurant,wallet,8559,16693,corrupted,17.397291,10.351696,7.045595,0.56609786,0.00049321,True,1,Fred,Fred | the | them | his | Xander,17.3973 | 15.6634 | 14.6701 | 14.4735 | 14.2766
"After Paul and Carol left the school, Carol sent the pen to","After Paul and Frank left the school, Frank sent the pen to",Paul,Carol,Frank,ABB,3,the school,pen,3362,5074,corrupted,14.48708,8.49788,5.9892,0.15235855,0.00038176,True,1,Paul,Paul | his | the | Frank | a,14.4871 | 14.2208 | 14.1304 | 13.1294 | 12.9922
"While Rose and Alice were at the museum, Alice delivered the bag to","While Rose and Kate were at the museum, Kate delivered the bag to",Rose,Alice,Kate,ABB,5,the museum,bag,8049,14862,corrupted,15.328316,8.546254,6.782062,0.2277337,0.00025824,True,1,Rose,Rose | her | Kate | the | a,15.3283 | 14.9735 | 14.5658 | 14.4132 | 13.3250
"When Olivia and Emma went to the office, Emma gave the card to","When Olivia and Jack went to the office, Jack gave the card to",Olivia,Emma,Jack,ABB,0,the office,card,33911,18966,corrupted,17.406996,11.508007,5.898989,0.70028931,0.00192034,True,1,Olivia,Olivia | her | the | his | a,17.4070 | 14.6837 | 14.3452 | 13.9153 | 13.4862
"As Clara and Liam walked through the school, Liam offered the map to","As Clara and Frank walked through the school, Frank offered the map to",Clara,Liam,Frank,ABB,6,the school,map,27443,31684,corrupted,17.386543,6.275455,11.111089,0.63403016,9.48e-06,True,1,Clara,Clara | her | the | them | his,17.3865 | 15.0721 | 14.9599 | 14.8598 | 13.3459
"After Frank and Clara left the gym, Frank sent the gift to","After Fred and Clara left the gym, Fred sent the gift to",Clara,Frank,Fred,BAB,3,the gym,gift,27443,5278,corrupted,16.938217,10.016586,6.921631,0.60120648,0.00059292,True,1,Clara,Clara | his | the | her | a,16.9382 | 14.8199 | 14.3385 | 13.6372 | 13.4441
"After Emma and Uma left the hospital, Emma sent the note to","After Frank and Uma left the hospital, Frank sent the note to",Uma,Emma,Frank,BAB,3,the hospital,note,471,18966,corrupted,15.114535,10.889374,4.225162,0.19399127,0.00283673,True,1,U,U | his | her | the | Frank,15.1145 | 14.9916 | 14.0490 | 13.9537 | 13.3725
"When Uma and Yara arrived at the market, Yara passed the card to","When Uma and Harry arrived at the market, Harry passed the card to",Uma,Yara,Harry,ABB,2,the market,card,471,575,corrupted,15.908148,9.475945,6.432202,0.27018327,0.0004347,True,1,U,U | the | his | a | her,15.9081 | 14.7433 | 14.7094 | 14.5685 | 13.7821
"As Henry and Jack walked through the gym, Henry offered the gift to","As Harry and Jack walked through the gym, Harry offered the gift to",Jack,Henry,Harry,BAB,6,the gym,gift,3619,8616,corrupted,16.349575,9.826037,6.523538,0.34118709,0.00050102,True,1,Jack,Jack | his | the | them | Harry,16.3496 | 15.3147 | 15.2067 | 14.5664 | 14.0211
"When Fred and Paul went to the office, Fred gave the ticket to","When Yara and Paul went to the office, Yara gave the ticket to",Paul,Fred,Yara,BAB,0,the office,ticket,3362,8559,corrupted,16.206299,7.541676,8.664623,0.56087708,9.68e-05,True,1,Paul,Paul | the | her | Y | a,16.2063 | 14.6135 | 13.4226 | 13.2670 | 12.8163
"After Sam and Liam left the library, Sam sent the jacket to","After Grace and Liam left the library, Grace sent the jacket to",Liam,Sam,Grace,BAB,3,the library,jacket,31684,3409,corrupted,14.426506,9.42827,4.998236,0.16496475,0.00111349,True,1,Liam,Liam | the | her | a | his,14.4265 | 14.0314 | 13.8750 | 13.0508 | 12.4886
"While Bob and Ella were at the library, Bob delivered the pen to","While Brian and Ella were at the library, Brian delivered the pen to",Ella,Bob,Brian,BAB,5,the library,pen,7122,5811,corrupted,14.982202,9.405858,5.576344,0.20191514,0.00076453,True,1,Ell,Ell | the | his | a | her,14.9822 | 13.9640 | 13.6443 | 13.5747 | 13.1624
"When Iris and Mia visited the park, Iris handed the letter to","When Grace and Mia visited the park, Grace handed the letter to",Mia,Iris,Grace,BAB,1,the park,letter,32189,34230,corrupted,15.210417,8.380038,6.830379,0.26698631,0.00028847,True,1,Mia,Mia | her | the | a | them,15.2104 | 14.8915 | 14.5820 | 13.0483 | 12.1240
"As Amy and Yara walked through the mall, Yara offered the wallet to","As Amy and Bob walked through the mall, Bob offered the wallet to",Amy,Yara,Bob,ABB,6,the mall,wallet,14235,575,corrupted,18.642017,8.236665,10.405353,0.80854177,2.447e-05,True,1,Amy,Amy | the | them | her | Bob,18.6420 | 15.3472 | 14.8799 | 14.4526 | 13.9705
"When Fred and Grace arrived at the station, Fred passed the gift to","When Jack and Grace arrived at the station, Jack passed the gift to",Grace,Fred,Jack,BAB,2,the station,gift,16156,8559,corrupted,16.033421,8.658246,7.375175,0.39777559,0.00024925,True,1,Grace,Grace | his | the | her | a,16.0334 | 14.9827 | 14.5777 | 13.9107 | 13.6763
"While Liam and Quinn were at the park, Liam delivered the package to","While Victor and Quinn were at the park, Victor delivered the package to",Quinn,Liam,Victor,BAB,5,the park,package,16109,31684,corrupted,15.94029,6.397295,9.542995,0.55457681,3.976e-05,True,1,Quinn,Quinn | the | his | her | a,15.9403 | 14.1111 | 13.8521 | 12.8495 | 12.4008
"While Henry and Noah were at the restaurant, Noah delivered the wallet to","While Henry and Derek were at the restaurant, Derek delivered the wallet to",Henry,Noah,Derek,ABB,5,the restaurant,wallet,8616,18394,corrupted,15.182762,7.203156,7.979607,0.24108973,8.254e-05,True,1,Henry,Henry | the | his | them | a,15.1828 | 14.5047 | 13.9226 | 13.3872 | 13.3792
"While Victor and Harry were at the library, Victor delivered the bag to","While Brian and Harry were at the library, Brian delivered the bag to",Harry,Victor,Brian,BAB,5,the library,bag,5850,12622,corrupted,16.361904,9.884771,6.477133,0.41370821,0.00063637,True,1,Harry,Harry | the | his | them | a,16.3619 | 14.8670 | 14.5479 | 13.8763 | 13.8486
"As Tara and Quinn walked through the station, Tara offered the note to","As Wendy and Quinn walked through the station, Wendy offered the note to",Quinn,Tara,Wendy,BAB,6,the station,note,16109,37723,corrupted,15.817709,7.886945,7.930764,0.3819398,0.00013731,True,1,Quinn,Quinn | her | the | a | them,15.8177 | 14.8170 | 14.6505 | 13.0293 | 12.6532
"When Bob and Jack visited the market, Jack handed the phone to","When Bob and Paul visited the market, Paul handed the phone to",Bob,Jack,Paul,ABB,1,the market,phone,5811,3619,corrupted,15.757361,10.975481,4.78188,0.29528415,0.00247455,True,1,Bob,Bob | the | a | his | them,15.7574 | 14.5433 | 14.1534 | 14.0477 | 13.4161
"While Victor and Mia were at the hospital, Victor delivered the phone to","While Olivia and Mia were at the hospital, Olivia delivered the phone to",Mia,Victor,Olivia,BAB,5,the hospital,phone,32189,12622,corrupted,13.153014,9.251902,3.901113,0.03581217,0.0007241,True,4,her,her | the | a | Mia | his,14.9432 | 14.3238 | 13.3634 | 13.1530 | 12.4624
"When Ella and Paul visited the park, Paul handed the gift to","When Ella and Amy visited the park, Amy handed the gift to",Ella,Paul,Amy,ABB,1,the park,gift,7122,3362,corrupted,14.975009,10.882157,4.092852,0.12414201,0.00207212,True,3,her,her | the | Ell | Amy | a,15.3644 | 15.0039 | 14.9750 | 14.3261 | 13.7564
"After Brian and Grace left the gym, Brian sent the phone to","After Paul and Grace left the gym, Paul sent the phone to",Grace,Brian,Paul,BAB,3,the gym,phone,16156,8403,corrupted,15.050554,10.198204,4.85235,0.20683903,0.00161541,True,1,Grace,Grace | his | the | Paul | a,15.0506 | 14.6816 | 14.2642 | 13.6278 | 13.4589
"While Xander and Fred were at the theater, Xander delivered the book to","While Derek and Fred were at the theater, Derek delivered the book to",Fred,Xander,Derek,BAB,5,the theater,book,8559,46122,corrupted,15.398208,7.533005,7.865202,0.26282123,0.00010089,True,1,Fred,Fred | his | the | a | him,15.3982 | 14.7309 | 14.4981 | 13.7825 | 12.7160
"Once Ella and Iris were at the store, Iris brought the trophy to","Once Ella and Clara were at the store, Clara brought the trophy to",Ella,Iris,Clara,ABB,4,the store,trophy,7122,34230,corrupted,13.987799,7.472881,6.514918,0.0565722,8.379e-05,True,3,her,her | the | Ell | Clara | them,15.2741 | 14.9904 | 13.9878 | 13.4499 | 12.9359
"When Xander and Mia went to the school, Mia gave the package to","When Xander and Emma went to the school, Emma gave the package to",Xander,Mia,Emma,ABB,0,the school,package,46122,32189,corrupted,16.827875,8.047506,8.780369,0.51573658,7.928e-05,True,1,Xander,Xander | the | her | them | him,16.8279 | 15.0444 | 14.8757 | 13.9238 | 13.8497
"When Derek and Clara visited the cafe, Derek handed the key to","When Quinn and Clara visited the cafe, Quinn handed the key to",Clara,Derek,Quinn,BAB,1,the cafe,key,27443,20893,corrupted,15.03104,6.275571,8.755469,0.21569455,3.399e-05,True,2,the,the | Clara | her | a | his,15.3854 | 15.0310 | 14.5588 | 13.2680 | 12.5283
"After Paul and Alice left the office, Alice sent the ticket to","After Paul and Quinn left the office, Quinn sent the ticket to",Paul,Alice,Quinn,ABB,3,the office,ticket,3362,14862,corrupted,14.643581,8.505369,6.138212,0.18482184,0.00039899,True,1,Paul,Paul | the | Quinn | her | his,14.6436 | 14.0192 | 13.0503 | 12.8510 | 12.6467
"As Paul and Grace walked through the school, Grace offered the pen to","As Paul and Tara walked through the school, Tara offered the pen to",Paul,Grace,Tara,ABB,6,the school,pen,3362,16156,corrupted,17.206781,9.093001,8.11378,0.73508805,0.00022007,True,1,Paul,Paul | the | her | them | a,17.2068 | 14.2265 | 13.8717 | 13.0529 | 12.9457
"Once Paul and Kate were at the store, Kate brought the card to","Once Paul and Tara were at the store, Tara brought the card to",Paul,Kate,Tara,ABB,4,the store,card,3362,16693,corrupted,16.35511,9.200447,7.154663,0.36284089,0.00028346,True,1,Paul,Paul | the | her | them | him,16.3551 | 15.1001 | 14.9032 | 14.4497 | 14.1444
