prompt,speaker_name,recipient_name,pronoun,template_idx,target_token_id,foil_token_id,speaker_gender
Tara surprised Harry at the party. She baked a cake for,Tara,Harry,She,5,5850,37723,F
Xander recommended Tara for the job. He wrote a reference for,Xander,Tara,He,6,37723,46122,M
Tara met Brian at the store. She bought a gift for,Tara,Brian,She,0,8403,37723,F
Xander visited Iris at home. He brought flowers for,Xander,Iris,He,1,34230,46122,M
Iris called Brian on the phone. She left a message for,Iris,Brian,She,2,8403,34230,F
Derek helped Alice move. He carried the boxes for,Derek,Alice,He,3,14862,20893,M
Gina thanked Harry warmly. She wrote a letter for,Gina,Harry,She,4,5850,43002,F
Brian surprised Clara at the party. He baked a cake for,Brian,Clara,He,5,27443,8403,M
Clara recommended Jack for the job. She wrote a reference for,Clara,Jack,She,6,3619,27443,F
David met Grace at the store. He bought a gift for,David,Grace,He,0,16156,3271,M
Amy visited Xander at home. She brought flowers for,Amy,Xander,She,1,46122,14235,F
Fred called Emma on the phone. He left a message for,Fred,Emma,He,2,18966,8559,M
Rose helped Bob move. She carried the boxes for,Rose,Bob,She,3,5811,8049,F
Derek thanked Clara warmly. He wrote a letter for,Derek,Clara,He,4,27443,20893,M
Emma surprised Harry at the party. She baked a cake for,Emma,Harry,She,5,5850,18966,F
Xander recommended Amy for the job. He wrote a reference for,Xander,Amy,He,6,14235,46122,M
Olivia met Frank at the store. She bought a gift for,Olivia,Frank,She,0,5278,33911,F
Brian visited Mia at home. He brought flowers for,Brian,Mia,He,1,32189,8403,M
Gina called Harry on the phone. She left a message for,Gina,Harry,She,2,5850,43002,F
David helped Amy move. He carried the boxes for,David,Amy,He,3,14235,3271,M
Iris thanked Victor warmly. She wrote a letter for,Iris,Victor,She,4,12622,34230,F
Frank surprised Olivia at the party. He baked a cake for,Frank,Olivia,He,5,33911,5278,M
Clara recommended Henry for the job. She wrote a reference for,Clara,Henry,She,6,8616,27443,F
Liam met Gina at the store. He bought a gift for,Liam,Gina,He,0,43002,31684,M
Alice visited David at home. She brought flowers for,Alice,David,She,1,3271,14862,F
David called Kate on the phone. He left a message for,David,Kate,He,2,16693,3271,M
Mia helped Derek move. She carried the boxes for,Mia,Derek,She,3,20893,32189,F
Paul thanked Tara warmly. He wrote a letter for,Paul,Tara,He,4,37723,3362,M
Amy surprised Liam at the party. She baked a cake for,Amy,Liam,She,5,31684,14235,F
Liam recommended Emma for the job. He wrote a reference for,Liam,Emma,He,6,18966,31684,M
Olivia met Paul at the store. She bought a gift for,Olivia,Paul,She,0,3362,33911,F
Jack visited Iris at home. He brought flowers for,Jack,Iris,He,1,34230,3619,M
Clara called Sam on the phone. She left a message for,Clara,Sam,She,2,3409,27443,F
Sam helped Clara move. He carried the boxes for,Sam,Clara,He,3,27443,3409,M
Rose thanked Victor warmly. She wrote a letter for,Rose,Victor,She,4,12622,8049,F
Liam surprised Emma at the party. He baked a cake for,Liam,Emma,He,5,18966,31684,M
Mia recommended Victor for the job. She wrote a reference for,Mia,Victor,She,6,12622,32189,F
Derek met Gina at the store. He bought a gift for,Derek,Gina,He,0,43002,20893,M
Rose visited Victor at home. She brought flowers for,Rose,Victor,She,1,12622,8049,F
Brian called Rose on the phone. He left a message for,Brian,Rose,He,2,8049,8403,M
Iris helped Brian move. She carried the boxes for,Iris,Brian,She,3,8403,34230,F
Zach thanked Amy warmly. He wrote a letter for,Zach,Amy,He,4,14235,18825,M
Gina surprised Victor at the party. She baked a cake for,Gina,Victor,She,5,12622,43002,F
Brian recommended Kate for the job. He wrote a reference for,Brian,Kate,He,6,16693,8403,M
Amy met David at the store. She bought a gift for,Amy,David,She,0,3271,14235,F
Harry visited Kate at home. He brought flowers for,Harry,Kate,He,1,16693,5850,M
Iris called Zach on the phone. She left a message for,Iris,Zach,She,2,18825,34230,F
Noah helped Amy move. He carried the boxes for,Noah,Amy,He,3,14235,18394,M
Clara thanked Jack warmly. She wrote a letter for,Clara,Jack,She,4,3619,27443,F
Henry surprised Clara at the party. He baked a cake for,Henry,Clara,He,5,27443,8616,M
Alice recommended Victor for the job. She wrote a reference for,Alice,Victor,She,6,12622,14862,F
David met Amy at the store. He bought a gift for,David,Amy,He,0,14235,3271,M
Gina visited Jack at home. She brought flowers for,Gina,Jack,She,1,3619,43002,F
Victor called Mia on the phone. He left a message for,Victor,Mia,He,2,32189,12622,M
Olivia helped Liam move. She carried the boxes for,Olivia,Liam,She,3,31684,33911,F
Jack thanked Tara warmly. He wrote a letter for,Jack,Tara,He,4,37723,3619,M
Mia surprised Sam at the party. She baked a cake for,Mia,Sam,She,5,3409,32189,F
Sam recommended Rose for the job. He wrote a reference for,Sam,Rose,He,6,8049,3409,M
Kate met Xander at the store. She bought a gift for,Kate,Xander,She,0,46122,16693,F
Fred visited Emma at home. He brought flowers for,Fred,Emma,He,1,18966,8559,M
Iris called Brian on the phone. She left a message for,Iris,Brian,She,2,8403,34230,F
Zach helped Emma move. He carried the boxes for,Zach,Emma,He,3,18966,18825,M
Olivia thanked Bob warmly. She wrote a letter for,Olivia,Bob,She,4,5811,33911,F
Henry surprised Rose at the party. He baked a cake for,Henry,Rose,He,5,8049,8616,M
Clara recommended Sam for the job. She wrote a reference for,Clara,Sam,She,6,3409,27443,F
Brian met Clara at the store. He bought a gift for,Brian,Clara,He,0,27443,8403,M
Emma visited Paul at home. She brought flowers for,Emma,Paul,She,1,3362,18966,F
Bob called Amy on the phone. He left a message for,Bob,Amy,He,2,14235,5811,M
Tara helped Xander move. She carried the boxes for,Tara,Xander,She,3,46122,37723,F
Paul thanked Clara warmly. He wrote a letter for,Paul,Clara,He,4,27443,3362,M
Clara surprised Fred at the party. She baked a cake for,Clara,Fred,She,5,8559,27443,F
Derek recommended Emma for the job. He wrote a reference for,Derek,Emma,He,6,18966,20893,M
Alice met David at the store. She bought a gift for,Alice,David,She,0,3271,14862,F
Harry visited Emma at home. He brought flowers for,Harry,Emma,He,1,18966,5850,M
Iris called Jack on the phone. She left a message for,Iris,Jack,She,2,3619,34230,F
Fred helped Mia move. He carried the boxes for,Fred,Mia,He,3,32189,8559,M
Gina thanked Derek warmly. She wrote a letter for,Gina,Derek,She,4,20893,43002,F
Jack surprised Olivia at the party. He baked a cake for,Jack,Olivia,He,5,33911,3619,M
Emma recommended Harry for the job. She wrote a reference for,Emma,Harry,She,6,5850,18966,F
Derek met Kate at the store. He bought a gift for,Derek,Kate,He,0,16693,20893,M
Gina visited Zach at home. She brought flowers for,Gina,Zach,She,1,18825,43002,F
Fred called Rose on the phone. He left a message for,Fred,Rose,He,2,8049,8559,M
Mia helped Henry move. She carried the boxes for,Mia,Henry,She,3,8616,32189,F
Zach thanked Tara warmly. He wrote a letter for,Zach,Tara,He,4,37723,18825,M
Clara surprised Zach at the party. She baked a cake for,Clara,Zach,She,5,18825,27443,F
Brian recommended Kate for the job. He wrote a reference for,Brian,Kate,He,6,16693,8403,M
Emma met Fred at the store. She bought a gift for,Emma,Fred,She,0,8559,18966,F
Noah visited Clara at home. He brought flowers for,Noah,Clara,He,1,27443,18394,M
Amy called Bob on the phone. She left a message for,Amy,Bob,She,2,5811,14235,F
Xander helped Iris move. He carried the boxes for,Xander,Iris,He,3,34230,46122,M
Amy thanked Noah warmly. She wrote a letter for,Amy,Noah,She,4,18394,14235,F
Noah surprised Amy at the party. He baked a cake for,Noah,Amy,He,5,14235,18394,M
Iris recommended Xander for the job. She wrote a reference for,Iris,Xander,She,6,46122,34230,F
Bob met Kate at the store. He bought a gift for,Bob,Kate,He,0,16693,5811,M
Grace visited Jack at home. She brought flowers for,Grace,Jack,She,1,3619,16156,F
Sam called Grace on the phone. He left a message for,Sam,Grace,He,2,16156,3409,M
Clara helped Bob move. She carried the boxes for,Clara,Bob,She,3,5811,27443,F
Bob thanked Mia warmly. He wrote a letter for,Bob,Mia,He,4,32189,5811,M
Iris surprised Xander at the party. She baked a cake for,Iris,Xander,She,5,46122,34230,F
Liam recommended Kate for the job. He wrote a reference for,Liam,Kate,He,6,16693,31684,M
Grace met Derek at the store. She bought a gift for,Grace,Derek,She,0,20893,16156,F
Henry visited Gina at home. He brought flowers for,Henry,Gina,He,1,43002,8616,M
Rose called Fred on the phone. She left a message for,Rose,Fred,She,2,8559,8049,F
Henry helped Rose move. He carried the boxes for,Henry,Rose,He,3,8049,8616,M
Iris thanked David warmly. She wrote a letter for,Iris,David,She,4,3271,34230,F
Victor surprised Rose at the party. He baked a cake for,Victor,Rose,He,5,8049,12622,M
Alice recommended David for the job. She wrote a reference for,Alice,David,She,6,3271,14862,F
Brian met Olivia at the store. He bought a gift for,Brian,Olivia,He,0,33911,8403,M
Emma visited Harry at home. She brought flowers for,Emma,Harry,She,1,5850,18966,F
Frank called Emma on the phone. He left a message for,Frank,Emma,He,2,18966,5278,M
Amy helped Jack move. She carried the boxes for,Amy,Jack,She,3,3619,14235,F
Jack thanked Kate warmly. He wrote a letter for,Jack,Kate,He,4,16693,3619,M
Clara surprised Xander at the party. She baked a cake for,Clara,Xander,She,5,46122,27443,F
Victor recommended Rose for the job. He wrote a reference for,Victor,Rose,He,6,8049,12622,M
Amy met Derek at the store. She bought a gift for,Amy,Derek,She,0,20893,14235,F
Henry visited Clara at home. He brought flowers for,Henry,Clara,He,1,27443,8616,M
Tara called Noah on the phone. She left a message for,Tara,Noah,She,2,18394,37723,F
Fred helped Iris move. He carried the boxes for,Fred,Iris,He,3,34230,8559,M
Mia thanked Fred warmly. She wrote a letter for,Mia,Fred,She,4,8559,32189,F
Derek surprised Gina at the party. He baked a cake for,Derek,Gina,He,5,43002,20893,M
Mia recommended Derek for the job. She wrote a reference for,Mia,Derek,She,6,20893,32189,F
Sam met Mia at the store. He bought a gift for,Sam,Mia,He,0,32189,3409,M
Clara visited Harry at home. She brought flowers for,Clara,Harry,She,1,5850,27443,F
Frank called Emma on the phone. He left a message for,Frank,Emma,He,2,18966,5278,M
Olivia helped Henry move. She carried the boxes for,Olivia,Henry,She,3,8616,33911,F
Jack thanked Tara warmly. He wrote a letter for,Jack,Tara,He,4,37723,3619,M
Amy surprised Xander at the party. She baked a cake for,Amy,Xander,She,5,46122,14235,F
Henry recommended Olivia for the job. He wrote a reference for,Henry,Olivia,He,6,33911,8616,M
Clara met Derek at the store. She bought a gift for,Clara,Derek,She,0,20893,27443,F
Victor visited Amy at home. He brought flowers for,Victor,Amy,He,1,14235,12622,M
Mia called Henry on the phone. She left a message for,Mia,Henry,She,2,8616,32189,F
Noah helped Grace move. He carried the boxes for,Noah,Grace,He,3,16156,18394,M
Rose thanked Paul warmly. She wrote a letter for,Rose,Paul,She,4,3362,8049,F
Zach surprised Tara at the party. He baked a cake for,Zach,Tara,He,5,37723,18825,M
Emma recommended Sam for the job. She wrote a reference for,Emma,Sam,She,6,3409,18966,F
Paul met Olivia at the store. He bought a gift for,Paul,Olivia,He,0,33911,3362,M
Tara visited Bob at home. She brought flowers for,Tara,Bob,She,1,5811,37723,F
Sam called Alice on the phone. He left a message for,Sam,Alice,He,2,14862,3409,M
Kate helped Victor move. She carried the boxes for,Kate,Victor,She,3,12622,16693,F
Zach thanked Alice warmly. He wrote a letter for,Zach,Alice,He,4,14862,18825,M
Grace surprised Brian at the party. She baked a cake for,Grace,Brian,She,5,8403,16156,F
Jack recommended Gina for the job. He wrote a reference for,Jack,Gina,He,6,43002,3619,M
Alice met Frank at the store. She bought a gift for,Alice,Frank,She,0,5278,14862,F
Noah visited Olivia at home. He brought flowers for,Noah,Olivia,He,1,33911,18394,M
Rose called Xander on the phone. She left a message for,Rose,Xander,She,2,46122,8049,F
Zach helped Kate move. He carried the boxes for,Zach,Kate,He,3,16693,18825,M
Mia thanked Frank warmly. She wrote a letter for,Mia,Frank,She,4,5278,32189,F
Jack surprised Grace at the party. He baked a cake for,Jack,Grace,He,5,16156,3619,M
Amy recommended David for the job. She wrote a reference for,Amy,David,She,6,3271,14235,F
Frank met Kate at the store. He bought a gift for,Frank,Kate,He,0,16693,5278,M
Clara visited Derek at home. She brought flowers for,Clara,Derek,She,1,20893,27443,F
Fred called Olivia on the phone. He left a message for,Fred,Olivia,He,2,33911,8559,M
