prompt,speaker,recipient,pronoun,logit_diff,prob_io,prob_s,is_correct,rank_io,template_idx
Paul thanked Clara warmly. He wrote a letter for,Paul,Clara,He,2.87210750579834,0.1607784479856491,0.009096773341298103,True,2,4
Clara surprised David at the party. She baked a cake for,Clara,David,She,6.543944358825684,0.19797192513942719,0.00028484241920523345,True,2,5
Paul recommended Iris for the job. He wrote a reference for,Paul,Iris,He,2.9435062408447266,0.12147977948188782,0.0063996389508247375,True,3,6
Alice met Jack at the store. She bought a gift for,Alice,Jack,She,0.6490745544433594,0.10981008410453796,0.057378966361284256,True,3,0
Jack visited Rose at home. He brought flowers for,Jack,Rose,He,1.5534210205078125,0.09779489785432816,0.02068588137626648,True,3,1
Emma called Noah on the phone. She left a message for,Emma,Noah,She,2.914325714111328,0.08816386014223099,0.004782060161232948,True,3,2
Sam helped Mia move. He carried the boxes for,Sam,Mia,He,0.8673534393310547,0.04884439706802368,0.020517665892839432,True,3,3
Amy thanked Henry warmly. She wrote a letter for,Amy,Henry,She,2.82977294921875,0.16226482391357422,0.009577885270118713,True,2,4
Victor surprised Emma at the party. He baked a cake for,Victor,Emma,He,2.8953475952148438,0.07516442984342575,0.004155075177550316,True,2,5
Alice recommended Victor for the job. She wrote a reference for,Alice,Victor,She,2.525935173034668,0.11357659846544266,0.009084251709282398,True,4,6
Brian met Olivia at the store. He bought a gift for,Brian,Olivia,He,2.939517021179199,0.09235755354166031,0.004884908441454172,True,2,0
Iris visited Frank at home. She brought flowers for,Iris,Frank,She,2.2692270278930664,0.03374951332807541,0.003489432157948613,True,6,1
Paul called Emma on the phone. He left a message for,Paul,Emma,He,2.9929075241088867,0.11521854996681213,0.005777223501354456,True,2,2
Kate helped Henry move. She carried the boxes for,Kate,Henry,She,3.772830009460449,0.4084008038043976,0.009387875907123089,True,1,3
David thanked Mia warmly. He wrote a letter for,David,Mia,He,2.050222396850586,0.05801931768655777,0.007467450574040413,True,3,4
Olivia surprised Zach at the party. She baked a cake for,Olivia,Zach,She,1.9037342071533203,0.03917164355516434,0.0058370111510157585,True,4,5
Xander recommended Alice for the job. He wrote a reference for,Xander,Alice,He,7.515864372253418,0.17820388078689575,9.701049566501752e-05,True,2,6
Olivia met Harry at the store. She bought a gift for,Olivia,Harry,She,1.7196826934814453,0.021860497072339058,0.003915716893970966,True,5,0
Derek visited Mia at home. He brought flowers for,Derek,Mia,He,4.027928352355957,0.06714898347854614,0.001196003402583301,True,3,1
Rose called Jack on the phone. She left a message for,Rose,Jack,She,1.4695653915405273,0.07055286318063736,0.01622895337641239,True,3,2
Liam helped Gina move. He carried the boxes for,Liam,Gina,He,1.927734375,0.04311632737517357,0.0062724519520998,True,3,3
Clara thanked Sam warmly. She wrote a letter for,Clara,Sam,She,5.839138031005859,0.08653192967176437,0.00025192482280544937,True,4,4
Harry surprised Rose at the party. He baked a cake for,Harry,Rose,He,-1.1542377471923828,0.012742402963340282,0.04041386768221855,False,7,5
Gina recommended Sam for the job. She wrote a reference for,Gina,Sam,She,4.372101783752441,0.1850685477256775,0.0023364308290183544,True,1,6
Paul met Emma at the store. He bought a gift for,Paul,Emma,He,3.2321157455444336,0.0811113491654396,0.003201780840754509,True,2,0
Rose visited Paul at home. She brought flowers for,Rose,Paul,She,2.6291465759277344,0.37566351890563965,0.027100365608930588,True,1,1
Brian called Mia on the phone. He left a message for,Brian,Mia,He,0.8484601974487305,0.0240040086209774,0.010275481268763542,True,5,2
Rose helped Xander move. She carried the boxes for,Rose,Xander,She,3.5264291763305664,0.12253029644489288,0.003603584598749876,True,2,3
Harry thanked Iris warmly. He wrote a letter for,Harry,Iris,He,1.385721206665039,0.0784657672047615,0.019627686589956284,True,2,4
Kate surprised Xander at the party. She baked a cake for,Kate,Xander,She,2.41011905670166,0.06865230947732925,0.006165293511003256,True,3,5
Sam recommended Tara for the job. He wrote a reference for,Sam,Tara,He,2.220367431640625,0.2640095055103302,0.028663303703069687,True,2,6
Tara met Noah at the store. She bought a gift for,Tara,Noah,She,4.619745254516602,0.14503654837608337,0.0014293795684352517,True,3,0
Paul visited Gina at home. He brought flowers for,Paul,Gina,He,2.8984127044677734,0.16503243148326874,0.009095041081309319,True,2,1
Rose called Paul on the phone. She left a message for,Rose,Paul,She,3.550762176513672,0.29341545701026917,0.008421831764280796,True,2,2
Harry helped Rose move. He carried the boxes for,Harry,Rose,He,0.8004646301269531,0.0549965538084507,0.024700062349438667,True,5,3
Alice thanked Frank warmly. She wrote a letter for,Alice,Frank,She,1.184967041015625,0.02678409218788147,0.008189404383301735,True,5,4
Paul surprised Olivia at the party. He baked a cake for,Paul,Olivia,He,2.5428266525268555,0.08525305241346359,0.006704622879624367,True,2,5
Iris recommended Victor for the job. She wrote a reference for,Iris,Victor,She,3.815056800842285,0.0579400435090065,0.0012767936568707228,True,4,6
Zach met Rose at the store. He bought a gift for,Zach,Rose,He,2.5512123107910156,0.04429982975125313,0.003454813500866294,True,3,0
Tara visited Zach at home. She brought flowers for,Tara,Zach,She,5.192646026611328,0.3510618805885315,0.0019509501289576292,True,1,1
Xander called Mia on the phone. He left a message for,Xander,Mia,He,5.793956756591797,0.0296780988574028,9.03967084013857e-05,True,5,2
Rose helped Sam move. She carried the boxes for,Rose,Sam,She,4.917901992797852,0.3092399835586548,0.002261923626065254,True,1,3
Sam thanked Iris warmly. He wrote a letter for,Sam,Iris,He,3.1868629455566406,0.1846882849931717,0.007627853658050299,True,2,4
Gina surprised Noah at the party. She baked a cake for,Gina,Noah,She,7.096794128417969,0.2497333437204361,0.00020671787206083536,True,2,5
Henry recommended Gina for the job. He wrote a reference for,Henry,Gina,He,0.7560443878173828,0.14717139303684235,0.06909991055727005,True,2,6
Gina met Liam at the store. She bought a gift for,Gina,Liam,She,3.847355842590332,0.13521574437618256,0.0028849735390394926,True,3,0
Noah visited Gina at home. He brought flowers for,Noah,Gina,He,3.148545265197754,0.07530681043863297,0.0032317552249878645,True,3,1
Kate called Victor on the phone. She left a message for,Kate,Victor,She,4.988433837890625,0.12137236446142197,0.0008273142739199102,True,3,2
Noah helped Kate move. He carried the boxes for,Noah,Kate,He,2.033477783203125,0.02446618862450123,0.0032021242659538984,True,3,3
Mia thanked Liam warmly. She wrote a letter for,Mia,Liam,She,5.5809831619262695,0.1087588518857956,0.0004098967183381319,True,2,4
Bob surprised Gina at the party. He baked a cake for,Bob,Gina,He,1.7573366165161133,0.10067149251699448,0.017366202548146248,True,2,5
Grace recommended Sam for the job. She wrote a reference for,Grace,Sam,She,2.988917350769043,0.09791630506515503,0.004929293878376484,True,3,6
David met Tara at the store. He bought a gift for,David,Tara,He,3.714993476867676,0.1277657002210617,0.0031118099577724934,True,2,0
Gina visited Jack at home. She brought flowers for,Gina,Jack,She,6.2093000411987305,0.24807633459568024,0.0004987932625226676,True,2,1
Harry called Emma on the phone. He left a message for,Harry,Emma,He,3.2785768508911133,0.12570443749427795,0.004736775066703558,True,2,2
Alice helped Victor move. She carried the boxes for,Alice,Victor,She,2.7964134216308594,0.15222027897834778,0.009289784356951714,True,2,3
Harry thanked Rose warmly. He wrote a letter for,Harry,Rose,He,0.19373798370361328,0.05381137877702713,0.04433378204703331,True,3,4
Grace surprised David at the party. She baked a cake for,Grace,David,She,5.015183448791504,0.1232420802116394,0.0008178854477591813,True,2,5
Harry recommended Emma for the job. He wrote a reference for,Harry,Emma,He,1.990492820739746,0.15323257446289062,0.020935870707035065,True,2,6
Emma met Brian at the store. She bought a gift for,Emma,Brian,She,2.022585868835449,0.0708419531583786,0.00937330350279808,True,3,0
Frank visited Amy at home. He brought flowers for,Frank,Amy,He,4.918790817260742,0.36796605587005615,0.0026890819426625967,True,1,1
Clara called David on the phone. She left a message for,Clara,David,She,7.494535446166992,0.13012246787548065,7.23630582797341e-05,True,2,2
Jack helped Amy move. He carried the boxes for,Jack,Amy,He,3.9818058013916016,0.30015337467193604,0.0055984389036893845,True,2,3
Emma thanked Paul warmly. She wrote a letter for,Emma,Paul,She,2.377687454223633,0.11988072097301483,0.011120717972517014,True,3,4
Derek surprised Amy at the party. He baked a cake for,Derek,Amy,He,4.4927825927734375,0.11238444596529007,0.0012575217988342047,True,2,5
Amy recommended Paul for the job. She wrote a reference for,Amy,Paul,She,2.315737724304199,0.18217720091342926,0.017979677766561508,True,2,6
Brian met Rose at the store. He bought a gift for,Brian,Rose,He,0.9368762969970703,0.05954911187291145,0.023334316909313202,True,3,0
Rose visited Victor at home. She brought flowers for,Rose,Victor,She,1.3191556930541992,0.123521588742733,0.033024851232767105,True,3,1
Derek called Kate on the phone. He left a message for,Derek,Kate,He,2.47177791595459,0.03096861205995083,0.002614822471514344,True,4,2
Amy helped David move. She carried the boxes for,Amy,David,She,2.432074546813965,0.11292725056409836,0.009921154007315636,True,2,3
Henry thanked Iris warmly. He wrote a letter for,Henry,Iris,He,3.7603635787963867,0.20025046169757843,0.004660884849727154,True,2,4
Iris surprised Sam at the party. She baked a cake for,Iris,Sam,She,4.834394454956055,0.03408267721533775,0.0002710084954742342,True,5,5
Frank recommended Grace for the job. He wrote a reference for,Frank,Grace,He,1.9443950653076172,0.07659810036420822,0.010959177277982235,True,3,6
Grace met Frank at the store. She bought a gift for,Grace,Frank,She,0.2179727554321289,0.02522069588303566,0.02028115652501583,True,4,0
Bob visited Olivia at home. He brought flowers for,Bob,Olivia,He,1.9653511047363281,0.11938581615686417,0.016726750880479813,True,2,1
Gina called Harry on the phone. She left a message for,Gina,Harry,She,6.984469413757324,0.12840992212295532,0.00011892744078068063,True,2,2
David helped Iris move. He carried the boxes for,David,Iris,He,2.593473434448242,0.08780056238174438,0.0065639629028737545,True,3,3
Gina thanked Victor warmly. She wrote a letter for,Gina,Victor,She,5.999571800231934,0.13603299856185913,0.00033733650343492627,True,2,4
Frank surprised Clara at the party. He baked a cake for,Frank,Clara,He,1.5805749893188477,0.04406651109457016,0.00907138641923666,True,3,5
Kate recommended Noah for the job. She wrote a reference for,Kate,Noah,She,3.27993106842041,0.21892136335372925,0.00823819637298584,True,1,6
Henry met Tara at the store. He bought a gift for,Henry,Tara,He,1.6433048248291016,0.15869472920894623,0.030682044103741646,True,2,0
Clara visited Jack at home. She brought flowers for,Clara,Jack,She,4.138059616088867,0.19677944481372833,0.0031393757089972496,True,2,1
Jack called Emma on the phone. He left a message for,Jack,Emma,He,3.4098434448242188,0.11199738085269928,0.003701107343658805,True,2,2
Grace helped Victor move. She carried the boxes for,Grace,Victor,She,5.957973480224609,0.10513012856245041,0.0002717766910791397,True,2,3
Victor thanked Rose warmly. He wrote a letter for,Victor,Rose,He,3.7609024047851562,0.08256761729717255,0.001920748851262033,True,3,4
Rose surprised Victor at the party. She baked a cake for,Rose,Victor,She,1.9972476959228516,0.07569020241498947,0.010271786712110043,True,2,5
Sam recommended Tara for the job. He wrote a reference for,Sam,Tara,He,2.220367431640625,0.2640095055103302,0.028663303703069687,True,2,6
Rose met Fred at the store. She bought a gift for,Rose,Fred,She,-0.2070322036743164,0.04431968554854393,0.05451419577002525,False,4,0
David visited Olivia at home. He brought flowers for,David,Olivia,He,3.759577751159668,0.1212955191731453,0.0028254061471670866,True,2,1
Mia called Sam on the phone. She left a message for,Mia,Sam,She,5.143598556518555,0.06179126724600792,0.0003606538812164217,True,4,2
Frank helped Iris move. He carried the boxes for,Frank,Iris,He,4.054573059082031,0.1239590123295784,0.0021498065907508135,True,3,3
Amy thanked Bob warmly. She wrote a letter for,Amy,Bob,She,1.6695098876953125,0.08374234288930893,0.015771979466080666,True,3,4
Sam surprised Amy at the party. He baked a cake for,Sam,Amy,He,0.9204883575439453,0.16050370037555695,0.06393254548311234,True,2,5
Grace recommended Harry for the job. She wrote a reference for,Grace,Harry,She,6.160466194152832,0.15071867406368256,0.0003182076325174421,True,2,6
Fred met Kate at the store. He bought a gift for,Fred,Kate,He,2.413564682006836,0.2356932908296585,0.02109353616833687,True,2,0
Amy visited Derek at home. She brought flowers for,Amy,Derek,She,1.6678361892700195,0.13050659000873566,0.024620700627565384,True,2,1
Harry called Emma on the phone. He left a message for,Harry,Emma,He,3.2785768508911133,0.12570443749427795,0.004736775066703558,True,2,2
Mia helped Derek move. She carried the boxes for,Mia,Derek,She,5.190356254577637,0.11627103388309479,0.0006476322305388749,True,2,3
Xander thanked Clara warmly. He wrote a letter for,Xander,Clara,He,5.299076080322266,0.1394222229719162,0.0006965824286453426,True,2,4
Grace surprised Xander at the party. She baked a cake for,Grace,Xander,She,3.627060890197754,0.03277943655848503,0.0008717439486645162,True,5,5
Harry recommended Kate for the job. He wrote a reference for,Harry,Kate,He,0.6698503494262695,0.08294439315795898,0.0424497127532959,True,3,6
Olivia met David at the store. She bought a gift for,Olivia,David,She,-0.42859554290771484,0.037773024290800095,0.057985369116067886,False,4,0
Frank visited Mia at home. He brought flowers for,Frank,Mia,He,2.9220638275146484,0.06372762471437454,0.0034299795515835285,True,3,1
Mia called Henry on the phone. She left a message for,Mia,Henry,She,4.989912033081055,0.08591881394386292,0.0005847860593348742,True,3,2
Bob helped Clara move. He carried the boxes for,Bob,Clara,He,2.9451675415039062,0.14646321535110474,0.007702975533902645,True,2,3
Tara thanked Fred warmly. She wrote a letter for,Tara,Fred,She,5.138181686401367,0.09134749323129654,0.0005360590876080096,True,2,4
David surprised Iris at the party. He baked a cake for,David,Iris,He,1.9552345275878906,0.08142616599798203,0.011524349451065063,True,2,5
Mia recommended Harry for the job. She wrote a reference for,Mia,Harry,She,6.616864204406738,0.10971628129482269,0.00014675856800749898,True,3,6
Fred met Alice at the store. He bought a gift for,Fred,Alice,He,1.9212312698364258,0.12098971009254456,0.01771610602736473,True,2,0
Kate visited Jack at home. She brought flowers for,Kate,Jack,She,2.178338050842285,0.25546735525131226,0.028926456347107887,True,2,1
Fred called Gina on the phone. He left a message for,Fred,Gina,He,2.9160709381103516,0.060134317725896835,0.003256033407524228,True,2,2
Emma helped Bob move. She carried the boxes for,Emma,Bob,She,3.585275650024414,0.12582430243492126,0.0034889853559434414,True,2,3
Paul thanked Gina warmly. He wrote a letter for,Paul,Gina,He,1.389505386352539,0.07884674519300461,0.019648492336273193,True,3,4
Kate surprised Bob at the party. She baked a cake for,Kate,Bob,She,2.9772567749023438,0.11881978809833527,0.006051772739738226,True,2,5
Derek recommended Emma for the job. He wrote a reference for,Derek,Emma,He,2.869649887084961,0.1698329895734787,0.009632719680666924,True,2,6
Emma met Fred at the store. She bought a gift for,Emma,Fred,She,2.551896095275879,0.14966335892677307,0.011663828045129776,True,2,0
Jack visited Rose at home. He brought flowers for,Jack,Rose,He,1.5534210205078125,0.09779489785432816,0.02068588137626648,True,3,1
Gina called Victor on the phone. She left a message for,Gina,Victor,She,6.291452407836914,0.27097153663635254,0.000501857721246779,True,2,2
Sam helped Olivia move. He carried the boxes for,Sam,Olivia,He,2.618924140930176,0.28080424666404724,0.020465359091758728,True,2,3
Rose thanked Harry warmly. She wrote a letter for,Rose,Harry,She,3.4328861236572266,0.10751859098672867,0.0034721624106168747,True,2,4
Fred surprised Tara at the party. He baked a cake for,Fred,Tara,He,2.1659936904907227,0.08979330211877823,0.01029354240745306,True,2,5
Olivia recommended Noah for the job. She wrote a reference for,Olivia,Noah,She,6.130440711975098,0.2245822548866272,0.0004886060487478971,True,1,6
Jack met Emma at the store. He bought a gift for,Jack,Emma,He,1.3215827941894531,0.07162434607744217,0.01910313032567501,True,2,0
Olivia visited Xander at home. She brought flowers for,Olivia,Xander,She,3.244922637939453,0.1666446477174759,0.0064944056794047356,True,2,1
Sam called Alice on the phone. He left a message for,Sam,Alice,He,2.344524383544922,0.06374189257621765,0.006112388800829649,True,2,2
Gina helped Victor move. She carried the boxes for,Gina,Victor,She,7.47170352935791,0.19037538766860962,0.00010831564577529207,True,2,3
Harry thanked Grace warmly. He wrote a letter for,Harry,Grace,He,-0.9631147384643555,0.015052586793899536,0.03943542391061783,False,7,4
Tara surprised Harry at the party. She baked a cake for,Tara,Harry,She,6.010239601135254,0.055844999849796295,0.0001370157115161419,True,3,5
Xander recommended Tara for the job. He wrote a reference for,Xander,Tara,He,5.8075714111328125,0.3143618106842041,0.0009445687173865736,True,1,6
Tara met Brian at the store. She bought a gift for,Tara,Brian,She,1.1526708602905273,0.060660894960165024,0.019156238064169884,True,3,0
Xander visited Iris at home. He brought flowers for,Xander,Iris,He,6.066474914550781,0.15856151282787323,0.00036775722401216626,True,2,1
Iris called Brian on the phone. She left a message for,Iris,Brian,She,3.4062204360961914,0.03717181459069252,0.001232852111570537,True,5,2
Derek helped Alice move. He carried the boxes for,Derek,Alice,He,5.820191383361816,0.1895013153553009,0.0005622574826702476,True,2,3
Gina thanked Harry warmly. She wrote a letter for,Gina,Harry,She,7.805007457733154,0.09351963549852371,3.812684735748917e-05,True,3,4
Brian surprised Clara at the party. He baked a cake for,Brian,Clara,He,2.8696413040161133,0.05108997970819473,0.002897786209359765,True,3,5
Clara recommended Jack for the job. She wrote a reference for,Clara,Jack,She,5.227046966552734,0.20470887422561646,0.0010991551680490375,True,1,6
David met Grace at the store. He bought a gift for,David,Grace,He,1.2186050415039062,0.030067315325140953,0.008889170363545418,True,2,0
Amy visited Xander at home. She brought flowers for,Amy,Xander,She,3.1131486892700195,0.2662277817726135,0.011836685240268707,True,2,1
Fred called Emma on the phone. He left a message for,Fred,Emma,He,3.7784080505371094,0.1341755986213684,0.0030671271961182356,True,2,2
Rose helped Bob move. She carried the boxes for,Rose,Bob,She,3.718851089477539,0.14796696603298187,0.0035899486392736435,True,2,3
Derek thanked Clara warmly. He wrote a letter for,Derek,Clara,He,3.9205970764160156,0.10999450087547302,0.0021811085753142834,True,2,4
Emma surprised Harry at the party. She baked a cake for,Emma,Harry,She,2.8014392852783203,0.05276120826601982,0.0032037978526204824,True,3,5
Xander recommended Amy for the job. He wrote a reference for,Xander,Amy,He,5.51589298248291,0.12580342590808868,0.0005060233525000513,True,2,6
Olivia met Frank at the store. She bought a gift for,Olivia,Frank,She,-2.924531936645508,0.007611619308590889,0.14177025854587555,False,7,0
Brian visited Mia at home. He brought flowers for,Brian,Mia,He,3.352659225463867,0.06747453659772873,0.0023610135540366173,True,3,1
Gina called Harry on the phone. She left a message for,Gina,Harry,She,6.984468460083008,0.12841004133224487,0.00011892765905940905,True,2,2
David helped Amy move. He carried the boxes for,David,Amy,He,4.3538103103637695,0.26324114203453064,0.003384682582691312,True,2,3
Iris thanked Victor warmly. She wrote a letter for,Iris,Victor,She,3.4215545654296875,0.03699210658669472,0.0012082221219316125,True,5,4
Frank surprised Olivia at the party. He baked a cake for,Frank,Olivia,He,2.181206703186035,0.05994407460093498,0.006767997983843088,True,2,5
Clara recommended Henry for the job. She wrote a reference for,Clara,Henry,She,6.478581428527832,0.358358234167099,0.0005504339933395386,True,1,6
Liam met Gina at the store. He bought a gift for,Liam,Gina,He,1.5611648559570312,0.03302647918462753,0.006931975483894348,True,2,0
Alice visited David at home. She brought flowers for,Alice,David,She,2.166562080383301,0.12487205862998962,0.014306696131825447,True,3,1
David called Kate on the phone. He left a message for,David,Kate,He,1.300405502319336,0.032180387526750565,0.008766623213887215,True,3,2
Mia helped Derek move. She carried the boxes for,Mia,Derek,She,5.190356254577637,0.11627103388309479,0.0006476322305388749,True,2,3
Paul thanked Tara warmly. He wrote a letter for,Paul,Tara,He,3.8306360244750977,0.15750080347061157,0.003417107742279768,True,2,4
Amy surprised Liam at the party. She baked a cake for,Amy,Liam,She,0.9247398376464844,0.09484561532735825,0.03761904686689377,True,2,5
Liam recommended Emma for the job. He wrote a reference for,Liam,Emma,He,3.339564323425293,0.251260370016098,0.008907782845199108,True,2,6
Olivia met Paul at the store. She bought a gift for,Olivia,Paul,She,0.19007492065429688,0.05405430123209953,0.0446973517537117,True,3,0
Jack visited Iris at home. He brought flowers for,Jack,Iris,He,3.593690872192383,0.18857444822788239,0.005185166373848915,True,2,1
Clara called Sam on the phone. She left a message for,Clara,Sam,She,6.159649848937988,0.06412828713655472,0.00013550261792261153,True,3,2
Sam helped Clara move. He carried the boxes for,Sam,Clara,He,1.354410171508789,0.1265094131231308,0.03265201300382614,True,2,3
Rose thanked Victor warmly. She wrote a letter for,Rose,Victor,She,2.779499053955078,0.13131025433540344,0.00815037451684475,True,2,4
Liam surprised Emma at the party. He baked a cake for,Liam,Emma,He,3.9553966522216797,0.13444079458713531,0.0025746850296854973,True,2,5
Mia recommended Victor for the job. She wrote a reference for,Mia,Victor,She,4.567652702331543,0.09229417890310287,0.0009582258644513786,True,4,6
Derek met Gina at the store. He bought a gift for,Derek,Gina,He,1.77691650390625,0.04360881447792053,0.007376821245998144,True,2,0
Rose visited Victor at home. She brought flowers for,Rose,Victor,She,1.3191556930541992,0.123521588742733,0.033024851232767105,True,3,1
Brian called Rose on the phone. He left a message for,Brian,Rose,He,1.8724679946899414,0.10076142847537994,0.015491440892219543,True,3,2
Iris helped Brian move. She carried the boxes for,Iris,Brian,She,3.5479869842529297,0.03833077475428581,0.0011032562470063567,True,5,3
Zach thanked Amy warmly. He wrote a letter for,Zach,Amy,He,4.757627487182617,0.2140679657459259,0.0018379780231043696,True,2,4
Gina surprised Victor at the party. She baked a cake for,Gina,Victor,She,5.285967826843262,0.10085072368383408,0.0005105194868519902,True,3,5
Brian recommended Kate for the job. He wrote a reference for,Brian,Kate,He,0.9987993240356445,0.09013814479112625,0.03319980949163437,True,3,6
Amy met David at the store. She bought a gift for,Amy,David,She,0.5722618103027344,0.069020576775074,0.038944706320762634,True,3,0
Harry visited Kate at home. He brought flowers for,Harry,Kate,He,2.175138473510742,0.14296774566173553,0.01624005287885666,True,2,1
Iris called Zach on the phone. She left a message for,Iris,Zach,She,2.9379653930664062,0.028650950640439987,0.0015177380992099643,True,5,2
Noah helped Amy move. He carried the boxes for,Noah,Amy,He,5.833949089050293,0.16997309029102325,0.0004974257899448276,True,2,3
Clara thanked Jack warmly. She wrote a letter for,Clara,Jack,She,4.904880523681641,0.08009762316942215,0.0005935496301390231,True,3,4
Henry surprised Clara at the party. He baked a cake for,Henry,Clara,He,0.8743677139282227,0.07438218593597412,0.031026717275381088,True,2,5
Alice recommended Victor for the job. She wrote a reference for,Alice,Victor,She,2.5259342193603516,0.11357666552066803,0.009084265679121017,True,4,6
David met Amy at the store. He bought a gift for,David,Amy,He,4.035332679748535,0.12783928215503693,0.0022601725067943335,True,2,0
Gina visited Jack at home. She brought flowers for,Gina,Jack,She,6.2093000411987305,0.24807633459568024,0.0004987932625226676,True,2,1
Victor called Mia on the phone. He left a message for,Victor,Mia,He,1.3979883193969727,0.023010972887277603,0.005685863085091114,True,5,2
Olivia helped Liam move. She carried the boxes for,Olivia,Liam,She,1.9852972030639648,0.10928717255592346,0.015009477734565735,True,2,3
Jack thanked Tara warmly. He wrote a letter for,Jack,Tara,He,2.615342140197754,0.1437714844942093,0.010515843518078327,True,2,4
Mia surprised Sam at the party. She baked a cake for,Mia,Sam,She,6.771209716796875,0.13588926196098328,0.00015577081649098545,True,2,5
Sam recommended Rose for the job. He wrote a reference for,Sam,Rose,He,1.216109275817871,0.07321274280548096,0.02169887162744999,True,4,6
Kate met Xander at the store. She bought a gift for,Kate,Xander,She,2.0855703353881836,0.1206836998462677,0.014993289485573769,True,3,0
Fred visited Emma at home. He brought flowers for,Fred,Emma,He,5.6339006423950195,0.18322880566120148,0.0006549705285578966,True,2,1
Iris called Brian on the phone. She left a message for,Iris,Brian,She,3.406224250793457,0.03717181459069252,0.001232847454957664,True,5,2
Zach helped Emma move. He carried the boxes for,Zach,Emma,He,3.722628593444824,0.18406613171100616,0.004448942840099335,True,2,3
Olivia thanked Bob warmly. She wrote a letter for,Olivia,Bob,She,2.989169120788574,0.04978508874773979,0.0025056456215679646,True,4,4
Henry surprised Rose at the party. He baked a cake for,Henry,Rose,He,0.5196094512939453,0.05642960965633392,0.033561669290065765,True,4,5
Clara recommended Sam for the job. She wrote a reference for,Clara,Sam,She,5.601634979248047,0.2189522683620453,0.0008083329885266721,True,1,6
Brian met Clara at the store. He bought a gift for,Brian,Clara,He,2.325629234313965,0.0811442956328392,0.007929577492177486,True,2,0
Emma visited Paul at home. She brought flowers for,Emma,Paul,She,3.595473289489746,0.2355680614709854,0.0064657991752028465,True,2,1
Bob called Amy on the phone. He left a message for,Bob,Amy,He,2.2148218154907227,0.07447340339422226,0.008130482397973537,True,2,2
Tara helped Xander move. She carried the boxes for,Tara,Xander,She,4.332245826721191,0.10407933592796326,0.0013673951616510749,True,2,3
Paul thanked Clara warmly. He wrote a letter for,Paul,Clara,He,2.87210750579834,0.1607784479856491,0.009096773341298103,True,2,4
Clara surprised Fred at the party. She baked a cake for,Clara,Fred,She,5.260068893432617,0.09698363393545151,0.0005038247909396887,True,2,5
Derek recommended Emma for the job. He wrote a reference for,Derek,Emma,He,2.8696508407592773,0.16983264684677124,0.00963269267231226,True,2,6
Alice met David at the store. She bought a gift for,Alice,David,She,0.6531410217285156,0.03608422353863716,0.018778540194034576,True,3,0
Harry visited Emma at home. He brought flowers for,Harry,Emma,He,4.110146522521973,0.16025017201900482,0.0026289636734873056,True,2,1
Iris called Jack on the phone. She left a message for,Iris,Jack,She,2.820903778076172,0.023801421746611595,0.0014174245297908783,True,6,2
Fred helped Mia move. He carried the boxes for,Fred,Mia,He,2.9855833053588867,0.06333032250404358,0.0031988166738301516,True,3,3
Gina thanked Derek warmly. She wrote a letter for,Gina,Derek,She,6.754461765289307,0.09661302715539932,0.0001126186252804473,True,3,4
Jack surprised Olivia at the party. He baked a cake for,Jack,Olivia,He,0.6349153518676758,0.07114066928625107,0.03770315647125244,True,2,5
Emma recommended Harry for the job. She wrote a reference for,Emma,Harry,She,2.5387439727783203,0.12268304824829102,0.00968773104250431,True,2,6
Derek met Kate at the store. He bought a gift for,Derek,Kate,He,2.2930736541748047,0.08467719703912735,0.008548644371330738,True,2,0
Gina visited Zach at home. She brought flowers for,Gina,Zach,She,6.814684867858887,0.3957373797893524,0.00043433718383312225,True,1,1
Fred called Rose on the phone. He left a message for,Fred,Rose,He,2.083070755004883,0.10928560048341751,0.013611212372779846,True,3,2
Mia helped Henry move. She carried the boxes for,Mia,Henry,She,7.445380210876465,0.4087193012237549,0.00023874682665336877,True,1,3
Zach thanked Tara warmly. He wrote a letter for,Zach,Tara,He,4.9400835037231445,0.22097668051719666,0.0015808673342689872,True,2,4
Clara surprised Zach at the party. She baked a cake for,Clara,Zach,She,5.474308967590332,0.042162444442510605,0.0001767924113664776,True,4,5
Brian recommended Kate for the job. He wrote a reference for,Brian,Kate,He,0.9987993240356445,0.09013814479112625,0.03319980949163437,True,3,6
Emma met Fred at the store. She bought a gift for,Emma,Fred,She,2.5518970489501953,0.1496637910604477,0.011663849465548992,True,2,0
Noah visited Clara at home. He brought flowers for,Noah,Clara,He,3.167586326599121,0.05611921846866608,0.0023629055358469486,True,4,1
Amy called Bob on the phone. She left a message for,Amy,Bob,She,2.7071218490600586,0.1604684293270111,0.01070783194154501,True,2,2
Xander helped Iris move. He carried the boxes for,Xander,Iris,He,5.636580467224121,0.13569848239421844,0.00048377030179835856,True,2,3
Amy thanked Noah warmly. She wrote a letter for,Amy,Noah,She,3.475069046020508,0.15607520937919617,0.00483204098418355,True,2,4
Noah surprised Amy at the party. He baked a cake for,Noah,Amy,He,2.5852766036987305,0.019290480762720108,0.0014540243428200483,True,6,5
Iris recommended Xander for the job. She wrote a reference for,Iris,Xander,She,4.472450256347656,0.13633474707603455,0.0015568475937470794,True,2,6
Bob met Kate at the store. He bought a gift for,Bob,Kate,He,1.9789905548095703,0.16368407011032104,0.02262255921959877,True,2,0
Grace visited Jack at home. She brought flowers for,Grace,Jack,She,3.864053726196289,0.24545371532440186,0.005150298122316599,True,2,1
