prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"Once Ella and Paul were at the library, Paul brought the note to","Once Ella and Derek were at the library, Derek brought the note to",Ella,Paul,Derek,ABB,4,the library,note,7122,3362
"After Rose and Harry left the cafe, Rose sent the trophy to","After Iris and Harry left the cafe, Iris sent the trophy to",Harry,Rose,Iris,BAB,3,the cafe,trophy,5850,8049
"After Brian and Fred left the gym, Fred sent the note to","After Brian and Frank left the gym, Frank sent the note to",Brian,Fred,Frank,ABB,3,the gym,note,8403,8559
"As Rose and Jack walked through the gym, Jack offered the gift to","As Rose and Noah walked through the gym, Noah offered the gift to",Rose,Jack,Noah,ABB,6,the gym,gift,8049,3619
"After Wendy and Yara left the library, Wendy sent the key to","After Grace and Yara left the library, Grace sent the key to",Yara,Wendy,Grace,BAB,3,the library,key,575,28314
"As Sam and Tara walked through the library, Tara offered the ticket to","As Sam and Fred walked through the library, Fred offered the ticket to",Sam,Tara,Fred,ABB,6,the library,ticket,3409,37723
"While Zach and Harry were at the station, Zach delivered the phone to","While Bob and Harry were at the station, Bob delivered the phone to",Harry,Zach,Bob,BAB,5,the station,phone,5850,18825
"After Amy and Kate left the gym, Amy sent the card to","After Fred and Kate left the gym, Fred sent the card to",Kate,Amy,Fred,BAB,3,the gym,card,16693,14235
"As Frank and Tara walked through the mall, Frank offered the ticket to","As Sam and Tara walked through the mall, Sam offered the ticket to",Tara,Frank,Sam,BAB,6,the mall,ticket,37723,5278
"After Quinn and Isla left the gym, Isla sent the phone to","After Quinn and Henry left the gym, Henry sent the phone to",Quinn,Isla,Henry,ABB,3,the gym,phone,16109,1148
"While Xander and Zach were at the restaurant, Zach delivered the package to","While Xander and Uma were at the restaurant, Uma delivered the package to",Xander,Zach,Uma,ABB,5,the restaurant,package,46122,18825
"After Clara and Mia left the store, Clara sent the jacket to","After Brian and Mia left the store, Brian sent the jacket to",Mia,Clara,Brian,BAB,3,the store,jacket,32189,27443
"As Quinn and Sam walked through the store, Quinn offered the jacket to","As Jack and Sam walked through the store, Jack offered the jacket to",Sam,Quinn,Jack,BAB,6,the store,jacket,3409,16109
"Once Yara and Frank were at the hospital, Frank brought the letter to","Once Yara and Paul were at the hospital, Paul brought the letter to",Yara,Frank,Paul,ABB,4,the hospital,letter,575,5278
"When Gina and Amy went to the park, Amy gave the bag to","When Gina and Grace went to the park, Grace gave the bag to",Gina,Amy,Grace,ABB,0,the park,bag,43002,14235
"As Jack and Ella walked through the park, Jack offered the package to","As Xander and Ella walked through the park, Xander offered the package to",Ella,Jack,Xander,BAB,6,the park,package,7122,3619
"When Rose and Frank arrived at the school, Rose passed the note to","When Zach and Frank arrived at the school, Zach passed the note to",Frank,Rose,Zach,BAB,2,the school,note,5278,8049
"When Olivia and Yara went to the museum, Olivia gave the phone to","When Quinn and Yara went to the museum, Quinn gave the phone to",Yara,Olivia,Quinn,BAB,0,the museum,phone,575,33911
"As Xander and Kate walked through the cafe, Kate offered the letter to","As Xander and Henry walked through the cafe, Henry offered the letter to",Xander,Kate,Henry,ABB,6,the cafe,letter,46122,16693
"As Mia and Henry walked through the school, Henry offered the note to","As Mia and Carol walked through the school, Carol offered the note to",Mia,Henry,Carol,ABB,6,the school,note,32189,8616
"When David and Gina visited the theater, David handed the card to","When Liam and Gina visited the theater, Liam handed the card to",Gina,David,Liam,BAB,1,the theater,card,43002,3271
"Once Zach and Iris were at the beach, Zach brought the book to","Once Emma and Iris were at the beach, Emma brought the book to",Iris,Zach,Emma,BAB,4,the beach,book,34230,18825
"When Harry and Carol visited the mall, Carol handed the map to","When Harry and Olivia visited the mall, Olivia handed the map to",Harry,Carol,Olivia,ABB,1,the mall,map,5850,5074
"Once Uma and Bob were at the library, Bob brought the wallet to","Once Uma and Noah were at the library, Noah brought the wallet to",Uma,Bob,Noah,ABB,4,the library,wallet,471,5811
"When Clara and Brian went to the park, Brian gave the trophy to","When Clara and Alice went to the park, Alice gave the trophy to",Clara,Brian,Alice,ABB,0,the park,trophy,27443,8403
"After Bob and Wendy left the mall, Bob sent the ticket to","After Iris and Wendy left the mall, Iris sent the ticket to",Wendy,Bob,Iris,BAB,3,the mall,ticket,28314,5811
"When Fred and Kate visited the beach, Fred handed the note to","When Frank and Kate visited the beach, Frank handed the note to",Kate,Fred,Frank,BAB,1,the beach,note,16693,8559
"Once Olivia and Sam were at the gym, Olivia brought the package to","Once Alice and Sam were at the gym, Alice brought the package to",Sam,Olivia,Alice,BAB,4,the gym,package,3409,33911
"When Ella and Harry arrived at the library, Harry passed the pen to","When Ella and Clara arrived at the library, Clara passed the pen to",Ella,Harry,Clara,ABB,2,the library,pen,7122,5850
"As Clara and Noah walked through the station, Clara offered the gift to","As Sam and Noah walked through the station, Sam offered the gift to",Noah,Clara,Sam,BAB,6,the station,gift,18394,27443
"After Zach and Xander left the store, Xander sent the pen to","After Zach and Carol left the store, Carol sent the pen to",Zach,Xander,Carol,ABB,3,the store,pen,18825,46122
"When Bob and Rose arrived at the station, Rose passed the wallet to","When Bob and Liam arrived at the station, Liam passed the wallet to",Bob,Rose,Liam,ABB,2,the station,wallet,5811,8049
"While Olivia and Iris were at the restaurant, Olivia delivered the wallet to","While Grace and Iris were at the restaurant, Grace delivered the wallet to",Iris,Olivia,Grace,BAB,5,the restaurant,wallet,34230,33911
"After Emma and Liam left the theater, Liam sent the pen to","After Emma and Fred left the theater, Fred sent the pen to",Emma,Liam,Fred,ABB,3,the theater,pen,18966,31684
"When Henry and Quinn visited the beach, Quinn handed the key to","When Henry and Clara visited the beach, Clara handed the key to",Henry,Quinn,Clara,ABB,1,the beach,key,8616,16109
"When Tara and Paul visited the mall, Paul handed the pen to","When Tara and David visited the mall, David handed the pen to",Tara,Paul,David,ABB,1,the mall,pen,37723,3362
"When Sam and Grace visited the gym, Sam handed the ticket to","When Emma and Grace visited the gym, Emma handed the ticket to",Grace,Sam,Emma,BAB,1,the gym,ticket,16156,3409
"While Yara and Amy were at the station, Amy delivered the card to","While Yara and Isla were at the station, Isla delivered the card to",Yara,Amy,Isla,ABB,5,the station,card,575,14235
"Once Sam and Uma were at the school, Sam brought the note to","Once Rose and Uma were at the school, Rose brought the note to",Uma,Sam,Rose,BAB,4,the school,note,471,3409
"When Amy and Isla visited the store, Amy handed the jacket to","When Quinn and Isla visited the store, Quinn handed the jacket to",Isla,Amy,Quinn,BAB,1,the store,jacket,1148,14235
"As Mia and Liam walked through the theater, Liam offered the phone to","As Mia and Jack walked through the theater, Jack offered the phone to",Mia,Liam,Jack,ABB,6,the theater,phone,32189,31684
"When Isla and Derek went to the office, Derek gave the card to","When Isla and Amy went to the office, Amy gave the card to",Isla,Derek,Amy,ABB,0,the office,card,1148,20893
"When Brian and Liam went to the station, Brian gave the pen to","When Zach and Liam went to the station, Zach gave the pen to",Liam,Brian,Zach,BAB,0,the station,pen,31684,8403
"After Alice and Uma left the beach, Alice sent the gift to","After Noah and Uma left the beach, Noah sent the gift to",Uma,Alice,Noah,BAB,3,the beach,gift,471,14862
"Once Grace and Kate were at the museum, Grace brought the wallet to","Once Noah and Kate were at the museum, Noah brought the wallet to",Kate,Grace,Noah,BAB,4,the museum,wallet,16693,16156
"When Alice and Carol went to the market, Alice gave the bag to","When Paul and Carol went to the market, Paul gave the bag to",Carol,Alice,Paul,BAB,0,the market,bag,5074,14862
"After Noah and Xander left the store, Xander sent the pen to","After Noah and Uma left the store, Uma sent the pen to",Noah,Xander,Uma,ABB,3,the store,pen,18394,46122
"When Uma and Clara arrived at the store, Uma passed the wallet to","When Emma and Clara arrived at the store, Emma passed the wallet to",Clara,Uma,Emma,BAB,2,the store,wallet,27443,471
"When Henry and Iris went to the cafe, Henry gave the wallet to","When Alice and Iris went to the cafe, Alice gave the wallet to",Iris,Henry,Alice,BAB,0,the cafe,wallet,34230,8616
"Once Derek and Paul were at the market, Derek brought the wallet to","Once Xander and Paul were at the market, Xander brought the wallet to",Paul,Derek,Xander,BAB,4,the market,wallet,3362,20893
"When Clara and Harry visited the office, Harry handed the gift to","When Clara and Henry visited the office, Henry handed the gift to",Clara,Harry,Henry,ABB,1,the office,gift,27443,5850
"Once Derek and Isla were at the gym, Isla brought the phone to","Once Derek and Victor were at the gym, Victor brought the phone to",Derek,Isla,Victor,ABB,4,the gym,phone,20893,1148
"Once Quinn and Henry were at the school, Quinn brought the bag to","Once Fred and Henry were at the school, Fred brought the bag to",Henry,Quinn,Fred,BAB,4,the school,bag,8616,16109
"Once Rose and Victor were at the station, Victor brought the pen to","Once Rose and Tara were at the station, Tara brought the pen to",Rose,Victor,Tara,ABB,4,the station,pen,8049,12622
"When Henry and Frank visited the park, Henry handed the wallet to","When Fred and Frank visited the park, Fred handed the wallet to",Frank,Henry,Fred,BAB,1,the park,wallet,5278,8616
"As Alice and Yara walked through the theater, Yara offered the ticket to","As Alice and Quinn walked through the theater, Quinn offered the ticket to",Alice,Yara,Quinn,ABB,6,the theater,ticket,14862,575
"Once Zach and Clara were at the office, Clara brought the wallet to","Once Zach and Olivia were at the office, Olivia brought the wallet to",Zach,Clara,Olivia,ABB,4,the office,wallet,18825,27443
"When Iris and Kate went to the mall, Iris gave the pen to","When Gina and Kate went to the mall, Gina gave the pen to",Kate,Iris,Gina,BAB,0,the mall,pen,16693,34230
"When Quinn and Sam arrived at the market, Quinn passed the book to","When Isla and Sam arrived at the market, Isla passed the book to",Sam,Quinn,Isla,BAB,2,the market,book,3409,16109
"After Frank and Carol left the museum, Carol sent the card to","After Frank and Zach left the museum, Zach sent the card to",Frank,Carol,Zach,ABB,3,the museum,card,5278,5074
"After Derek and Clara left the park, Derek sent the card to","After Uma and Clara left the park, Uma sent the card to",Clara,Derek,Uma,BAB,3,the park,card,27443,20893
"When Gina and Xander arrived at the restaurant, Xander passed the letter to","When Gina and Bob arrived at the restaurant, Bob passed the letter to",Gina,Xander,Bob,ABB,2,the restaurant,letter,43002,46122
"As Paul and Clara walked through the station, Clara offered the wallet to","As Paul and Sam walked through the station, Sam offered the wallet to",Paul,Clara,Sam,ABB,6,the station,wallet,3362,27443
"While Zach and Uma were at the restaurant, Uma delivered the wallet to","While Zach and Bob were at the restaurant, Bob delivered the wallet to",Zach,Uma,Bob,ABB,5,the restaurant,wallet,18825,471
"When Grace and David went to the station, Grace gave the gift to","When Bob and David went to the station, Bob gave the gift to",David,Grace,Bob,BAB,0,the station,gift,3271,16156
"As Quinn and Ella walked through the park, Ella offered the note to","As Quinn and Henry walked through the park, Henry offered the note to",Quinn,Ella,Henry,ABB,6,the park,note,16109,7122
"When Mia and Xander went to the school, Xander gave the trophy to","When Mia and Brian went to the school, Brian gave the trophy to",Mia,Xander,Brian,ABB,0,the school,trophy,32189,46122
"After Isla and Fred left the cafe, Fred sent the book to","After Isla and Tara left the cafe, Tara sent the book to",Isla,Fred,Tara,ABB,3,the cafe,book,1148,8559
"Once Tara and Fred were at the cafe, Tara brought the pen to","Once Quinn and Fred were at the cafe, Quinn brought the pen to",Fred,Tara,Quinn,BAB,4,the cafe,pen,8559,37723
"Once Fred and Brian were at the cafe, Brian brought the gift to","Once Fred and Victor were at the cafe, Victor brought the gift to",Fred,Brian,Victor,ABB,4,the cafe,gift,8559,8403
"Once Clara and Xander were at the library, Xander brought the card to","Once Clara and Emma were at the library, Emma brought the card to",Clara,Xander,Emma,ABB,4,the library,card,27443,46122
"Once Mia and Jack were at the restaurant, Mia brought the letter to","Once Fred and Jack were at the restaurant, Fred brought the letter to",Jack,Mia,Fred,BAB,4,the restaurant,letter,3619,32189
"As Xander and Fred walked through the store, Fred offered the package to","As Xander and Clara walked through the store, Clara offered the package to",Xander,Fred,Clara,ABB,6,the store,package,46122,8559
"After Kate and Alice left the station, Alice sent the pen to","After Kate and Amy left the station, Amy sent the pen to",Kate,Alice,Amy,ABB,3,the station,pen,16693,14862
"When Tara and Henry visited the museum, Henry handed the phone to","When Tara and David visited the museum, David handed the phone to",Tara,Henry,David,ABB,1,the museum,phone,37723,8616
"While Ella and Mia were at the beach, Mia delivered the ticket to","While Ella and Xander were at the beach, Xander delivered the ticket to",Ella,Mia,Xander,ABB,5,the beach,ticket,7122,32189
"While Isla and Henry were at the station, Isla delivered the pen to","While Alice and Henry were at the station, Alice delivered the pen to",Henry,Isla,Alice,BAB,5,the station,pen,8616,1148
"When Yara and Iris visited the market, Yara handed the phone to","When Brian and Iris visited the market, Brian handed the phone to",Iris,Yara,Brian,BAB,1,the market,phone,34230,575
"When Emma and Zach visited the gym, Emma handed the package to","When Frank and Zach visited the gym, Frank handed the package to",Zach,Emma,Frank,BAB,1,the gym,package,18825,18966
"When Amy and Victor arrived at the cafe, Victor passed the book to","When Amy and Gina arrived at the cafe, Gina passed the book to",Amy,Victor,Gina,ABB,2,the cafe,book,14235,12622
"When Fred and Bob arrived at the mall, Bob passed the map to","When Fred and Henry arrived at the mall, Henry passed the map to",Fred,Bob,Henry,ABB,2,the mall,map,8559,5811
"After Olivia and Bob left the gym, Bob sent the key to","After Olivia and Mia left the gym, Mia sent the key to",Olivia,Bob,Mia,ABB,3,the gym,key,33911,5811
"As Sam and Isla walked through the store, Sam offered the card to","As Brian and Isla walked through the store, Brian offered the card to",Isla,Sam,Brian,BAB,6,the store,card,1148,3409
"Once Iris and Grace were at the station, Iris brought the note to","Once Henry and Grace were at the station, Henry brought the note to",Grace,Iris,Henry,BAB,4,the station,note,16156,34230
"After Frank and Sam left the beach, Frank sent the ticket to","After Noah and Sam left the beach, Noah sent the ticket to",Sam,Frank,Noah,BAB,3,the beach,ticket,3409,5278
"When Isla and David went to the cafe, David gave the map to","When Isla and Harry went to the cafe, Harry gave the map to",Isla,David,Harry,ABB,0,the cafe,map,1148,3271
"Once Carol and Uma were at the museum, Uma brought the map to","Once Carol and Tara were at the museum, Tara brought the map to",Carol,Uma,Tara,ABB,4,the museum,map,5074,471
"When Grace and Victor went to the gym, Victor gave the card to","When Grace and Iris went to the gym, Iris gave the card to",Grace,Victor,Iris,ABB,0,the gym,card,16156,12622
"When Isla and Iris went to the store, Iris gave the card to","When Isla and Rose went to the store, Rose gave the card to",Isla,Iris,Rose,ABB,0,the store,card,1148,34230
"Once David and Noah were at the restaurant, David brought the pen to","Once Wendy and Noah were at the restaurant, Wendy brought the pen to",Noah,David,Wendy,BAB,4,the restaurant,pen,18394,3271
"Once Isla and Sam were at the cafe, Sam brought the jacket to","Once Isla and Bob were at the cafe, Bob brought the jacket to",Isla,Sam,Bob,ABB,4,the cafe,jacket,1148,3409
"After Bob and Mia left the office, Mia sent the ticket to","After Bob and Isla left the office, Isla sent the ticket to",Bob,Mia,Isla,ABB,3,the office,ticket,5811,32189
"When Noah and Rose visited the library, Noah handed the bag to","When Jack and Rose visited the library, Jack handed the bag to",Rose,Noah,Jack,BAB,1,the library,bag,8049,18394
"When Xander and Ella went to the park, Xander gave the wallet to","When Clara and Ella went to the park, Clara gave the wallet to",Ella,Xander,Clara,BAB,0,the park,wallet,7122,46122
"While David and Fred were at the restaurant, David delivered the gift to","While Jack and Fred were at the restaurant, Jack delivered the gift to",Fred,David,Jack,BAB,5,the restaurant,gift,8559,3271
"Once Fred and Grace were at the office, Fred brought the wallet to","Once Mia and Grace were at the office, Mia brought the wallet to",Grace,Fred,Mia,BAB,4,the office,wallet,16156,8559
"When Uma and Iris visited the restaurant, Uma handed the gift to","When Henry and Iris visited the restaurant, Henry handed the gift to",Iris,Uma,Henry,BAB,1,the restaurant,gift,34230,471
"While Gina and Tara were at the mall, Tara delivered the key to","While Gina and Henry were at the mall, Henry delivered the key to",Gina,Tara,Henry,ABB,5,the mall,key,43002,37723
"Once Brian and David were at the restaurant, David brought the bag to","Once Brian and Sam were at the restaurant, Sam brought the bag to",Brian,David,Sam,ABB,4,the restaurant,bag,8403,3271
"When Yara and Jack went to the beach, Jack gave the jacket to","When Yara and Paul went to the beach, Paul gave the jacket to",Yara,Jack,Paul,ABB,0,the beach,jacket,575,3619
"When Olivia and Clara went to the museum, Clara gave the book to","When Olivia and Wendy went to the museum, Wendy gave the book to",Olivia,Clara,Wendy,ABB,0,the museum,book,33911,27443
"When Bob and Frank visited the cafe, Frank handed the ticket to","When Bob and Brian visited the cafe, Brian handed the ticket to",Bob,Frank,Brian,ABB,1,the cafe,ticket,5811,5278
"When Uma and Xander visited the store, Uma handed the bag to","When Brian and Xander visited the store, Brian handed the bag to",Xander,Uma,Brian,BAB,1,the store,bag,46122,471
"When Alice and Bob visited the school, Alice handed the letter to","When Ella and Bob visited the school, Ella handed the letter to",Bob,Alice,Ella,BAB,1,the school,letter,5811,14862
"When Brian and Amy visited the library, Brian handed the jacket to","When Zach and Amy visited the library, Zach handed the jacket to",Amy,Brian,Zach,BAB,1,the library,jacket,14235,8403
"When Bob and Frank visited the hospital, Frank handed the pen to","When Bob and Noah visited the hospital, Noah handed the pen to",Bob,Frank,Noah,ABB,1,the hospital,pen,5811,5278
"While Victor and Frank were at the library, Frank delivered the book to","While Victor and Gina were at the library, Gina delivered the book to",Victor,Frank,Gina,ABB,5,the library,book,12622,5278
"When Noah and Sam went to the gym, Noah gave the map to","When Isla and Sam went to the gym, Isla gave the map to",Sam,Noah,Isla,BAB,0,the gym,map,3409,18394
"After Henry and Iris left the theater, Henry sent the jacket to","After Olivia and Iris left the theater, Olivia sent the jacket to",Iris,Henry,Olivia,BAB,3,the theater,jacket,34230,8616
"After Paul and Fred left the restaurant, Paul sent the map to","After Uma and Fred left the restaurant, Uma sent the map to",Fred,Paul,Uma,BAB,3,the restaurant,map,8559,3362
"When Emma and Brian went to the market, Emma gave the jacket to","When Jack and Brian went to the market, Jack gave the jacket to",Brian,Emma,Jack,BAB,0,the market,jacket,8403,18966
"As Rose and Clara walked through the market, Clara offered the pen to","As Rose and Paul walked through the market, Paul offered the pen to",Rose,Clara,Paul,ABB,6,the market,pen,8049,27443
"While Victor and Liam were at the market, Liam delivered the phone to","While Victor and Derek were at the market, Derek delivered the phone to",Victor,Liam,Derek,ABB,5,the market,phone,12622,31684
"Once Grace and Isla were at the museum, Isla brought the book to","Once Grace and Frank were at the museum, Frank brought the book to",Grace,Isla,Frank,ABB,4,the museum,book,16156,1148
"After Xander and Olivia left the library, Olivia sent the ticket to","After Xander and Iris left the library, Iris sent the ticket to",Xander,Olivia,Iris,ABB,3,the library,ticket,46122,33911
"While Henry and Grace were at the hospital, Henry delivered the book to","While Olivia and Grace were at the hospital, Olivia delivered the book to",Grace,Henry,Olivia,BAB,5,the hospital,book,16156,8616
"When Isla and Tara went to the school, Tara gave the map to","When Isla and Harry went to the school, Harry gave the map to",Isla,Tara,Harry,ABB,0,the school,map,1148,37723
"As Iris and Olivia walked through the store, Olivia offered the key to","As Iris and Alice walked through the store, Alice offered the key to",Iris,Olivia,Alice,ABB,6,the store,key,34230,33911
"When Carol and Sam went to the theater, Sam gave the package to","When Carol and Mia went to the theater, Mia gave the package to",Carol,Sam,Mia,ABB,0,the theater,package,5074,3409
"When Tara and Frank went to the hospital, Frank gave the wallet to","When Tara and Paul went to the hospital, Paul gave the wallet to",Tara,Frank,Paul,ABB,0,the hospital,wallet,37723,5278
"When Iris and Amy went to the station, Amy gave the gift to","When Iris and Harry went to the station, Harry gave the gift to",Iris,Amy,Harry,ABB,0,the station,gift,34230,14235
"When Clara and Rose visited the park, Rose handed the note to","When Clara and Henry visited the park, Henry handed the note to",Clara,Rose,Henry,ABB,1,the park,note,27443,8049
"Once Carol and Jack were at the store, Carol brought the wallet to","Once Uma and Jack were at the store, Uma brought the wallet to",Jack,Carol,Uma,BAB,4,the store,wallet,3619,5074
"When Yara and Paul visited the station, Yara handed the book to","When Clara and Paul visited the station, Clara handed the book to",Paul,Yara,Clara,BAB,1,the station,book,3362,575
"When Emma and Paul arrived at the theater, Emma passed the gift to","When Wendy and Paul arrived at the theater, Wendy passed the gift to",Paul,Emma,Wendy,BAB,2,the theater,gift,3362,18966
"When Alice and Wendy visited the office, Alice handed the map to","When Fred and Wendy visited the office, Fred handed the map to",Wendy,Alice,Fred,BAB,1,the office,map,28314,14862
"When Zach and Brian arrived at the park, Brian passed the note to","When Zach and Gina arrived at the park, Gina passed the note to",Zach,Brian,Gina,ABB,2,the park,note,18825,8403
"While Wendy and David were at the hospital, Wendy delivered the wallet to","While Jack and David were at the hospital, Jack delivered the wallet to",David,Wendy,Jack,BAB,5,the hospital,wallet,3271,28314
"When Mia and Derek arrived at the cafe, Derek passed the wallet to","When Mia and Wendy arrived at the cafe, Wendy passed the wallet to",Mia,Derek,Wendy,ABB,2,the cafe,wallet,32189,20893
"As Ella and Henry walked through the school, Ella offered the pen to","As David and Henry walked through the school, David offered the pen to",Henry,Ella,David,BAB,6,the school,pen,8616,7122
"While Emma and Rose were at the hospital, Rose delivered the note to","While Emma and Wendy were at the hospital, Wendy delivered the note to",Emma,Rose,Wendy,ABB,5,the hospital,note,18966,8049
"When Olivia and Paul arrived at the cafe, Olivia passed the bag to","When Brian and Paul arrived at the cafe, Brian passed the bag to",Paul,Olivia,Brian,BAB,2,the cafe,bag,3362,33911
"After Emma and Zach left the library, Emma sent the package to","After Isla and Zach left the library, Isla sent the package to",Zach,Emma,Isla,BAB,3,the library,package,18825,18966
"While Fred and Henry were at the beach, Henry delivered the wallet to","While Fred and Bob were at the beach, Bob delivered the wallet to",Fred,Henry,Bob,ABB,5,the beach,wallet,8559,8616
"After Tara and Henry left the market, Tara sent the trophy to","After Zach and Henry left the market, Zach sent the trophy to",Henry,Tara,Zach,BAB,3,the market,trophy,8616,37723
"After Olivia and Carol left the station, Olivia sent the trophy to","After Harry and Carol left the station, Harry sent the trophy to",Carol,Olivia,Harry,BAB,3,the station,trophy,5074,33911
"After Brian and Alice left the gym, Brian sent the map to","After Harry and Alice left the gym, Harry sent the map to",Alice,Brian,Harry,BAB,3,the gym,map,14862,8403
"When David and Victor arrived at the park, Victor passed the card to","When David and Emma arrived at the park, Emma passed the card to",David,Victor,Emma,ABB,2,the park,card,3271,12622
"As Bob and Carol walked through the store, Carol offered the key to","As Bob and Uma walked through the store, Uma offered the key to",Bob,Carol,Uma,ABB,6,the store,key,5811,5074
"When Victor and Noah arrived at the theater, Victor passed the wallet to","When Amy and Noah arrived at the theater, Amy passed the wallet to",Noah,Victor,Amy,BAB,2,the theater,wallet,18394,12622
"When Ella and Paul arrived at the cafe, Paul passed the jacket to","When Ella and Olivia arrived at the cafe, Olivia passed the jacket to",Ella,Paul,Olivia,ABB,2,the cafe,jacket,7122,3362
"While Wendy and Uma were at the station, Wendy delivered the bag to","While Bob and Uma were at the station, Bob delivered the bag to",Uma,Wendy,Bob,BAB,5,the station,bag,471,28314
"When Yara and Gina went to the beach, Yara gave the map to","When Liam and Gina went to the beach, Liam gave the map to",Gina,Yara,Liam,BAB,0,the beach,map,43002,575
"While Clara and Rose were at the hospital, Clara delivered the letter to","While Iris and Rose were at the hospital, Iris delivered the letter to",Rose,Clara,Iris,BAB,5,the hospital,letter,8049,27443
"When Gina and Grace visited the market, Grace handed the gift to","When Gina and Uma visited the market, Uma handed the gift to",Gina,Grace,Uma,ABB,1,the market,gift,43002,16156
"While Iris and Frank were at the gym, Frank delivered the book to","While Iris and Gina were at the gym, Gina delivered the book to",Iris,Frank,Gina,ABB,5,the gym,book,34230,5278
"When Iris and Brian arrived at the market, Brian passed the package to","When Iris and Liam arrived at the market, Liam passed the package to",Iris,Brian,Liam,ABB,2,the market,package,34230,8403
"When Victor and Grace went to the hospital, Grace gave the trophy to","When Victor and Clara went to the hospital, Clara gave the trophy to",Victor,Grace,Clara,ABB,0,the hospital,trophy,12622,16156
"As Victor and Rose walked through the gym, Rose offered the note to","As Victor and Henry walked through the gym, Henry offered the note to",Victor,Rose,Henry,ABB,6,the gym,note,12622,8049
"Once Harry and Yara were at the school, Harry brought the map to","Once Amy and Yara were at the school, Amy brought the map to",Yara,Harry,Amy,BAB,4,the school,map,575,5850
"When Uma and Wendy visited the theater, Wendy handed the bag to","When Uma and Zach visited the theater, Zach handed the bag to",Uma,Wendy,Zach,ABB,1,the theater,bag,471,28314
"When Gina and Quinn arrived at the mall, Quinn passed the gift to","When Gina and Iris arrived at the mall, Iris passed the gift to",Gina,Quinn,Iris,ABB,2,the mall,gift,43002,16109
"When Henry and Derek visited the museum, Derek handed the phone to","When Henry and Tara visited the museum, Tara handed the phone to",Henry,Derek,Tara,ABB,1,the museum,phone,8616,20893
"Once Iris and Sam were at the hospital, Iris brought the gift to","Once Derek and Sam were at the hospital, Derek brought the gift to",Sam,Iris,Derek,BAB,4,the hospital,gift,3409,34230
"As Paul and Yara walked through the theater, Paul offered the wallet to","As Gina and Yara walked through the theater, Gina offered the wallet to",Yara,Paul,Gina,BAB,6,the theater,wallet,575,3362
"Once Rose and Paul were at the gym, Rose brought the bag to","Once Ella and Paul were at the gym, Ella brought the bag to",Paul,Rose,Ella,BAB,4,the gym,bag,3362,8049
"While Victor and Uma were at the mall, Uma delivered the key to","While Victor and Henry were at the mall, Henry delivered the key to",Victor,Uma,Henry,ABB,5,the mall,key,12622,471
"When Rose and Mia arrived at the library, Mia passed the jacket to","When Rose and Henry arrived at the library, Henry passed the jacket to",Rose,Mia,Henry,ABB,2,the library,jacket,8049,32189
"After Paul and Clara left the park, Paul sent the wallet to","After Grace and Clara left the park, Grace sent the wallet to",Clara,Paul,Grace,BAB,3,the park,wallet,27443,3362
"After Iris and Liam left the school, Iris sent the pen to","After Grace and Liam left the school, Grace sent the pen to",Liam,Iris,Grace,BAB,3,the school,pen,31684,34230
"When Gina and Kate visited the school, Kate handed the pen to","When Gina and Jack visited the school, Jack handed the pen to",Gina,Kate,Jack,ABB,1,the school,pen,43002,16693
"When David and Iris arrived at the office, Iris passed the map to","When David and Gina arrived at the office, Gina passed the map to",David,Iris,Gina,ABB,2,the office,map,3271,34230
"As Rose and Uma walked through the mall, Uma offered the gift to","As Rose and Paul walked through the mall, Paul offered the gift to",Rose,Uma,Paul,ABB,6,the mall,gift,8049,471
"When Emma and Gina arrived at the school, Emma passed the package to","When Grace and Gina arrived at the school, Grace passed the package to",Gina,Emma,Grace,BAB,2,the school,package,43002,18966
"When Xander and Emma went to the cafe, Emma gave the card to","When Xander and Henry went to the cafe, Henry gave the card to",Xander,Emma,Henry,ABB,0,the cafe,card,46122,18966
"While Xander and Carol were at the store, Xander delivered the letter to","While Paul and Carol were at the store, Paul delivered the letter to",Carol,Xander,Paul,BAB,5,the store,letter,5074,46122
"When David and Jack arrived at the mall, David passed the letter to","When Kate and Jack arrived at the mall, Kate passed the letter to",Jack,David,Kate,BAB,2,the mall,letter,3619,3271
"When Zach and Gina visited the museum, Gina handed the gift to","When Zach and Xander visited the museum, Xander handed the gift to",Zach,Gina,Xander,ABB,1,the museum,gift,18825,43002
"While Wendy and Sam were at the school, Wendy delivered the letter to","While Iris and Sam were at the school, Iris delivered the letter to",Sam,Wendy,Iris,BAB,5,the school,letter,3409,28314
"When Harry and Iris visited the office, Harry handed the trophy to","When Bob and Iris visited the office, Bob handed the trophy to",Iris,Harry,Bob,BAB,1,the office,trophy,34230,5850
"Once Noah and Rose were at the school, Rose brought the letter to","Once Noah and Emma were at the school, Emma brought the letter to",Noah,Rose,Emma,ABB,4,the school,letter,18394,8049
"Once Frank and Alice were at the hospital, Frank brought the package to","Once Tara and Alice were at the hospital, Tara brought the package to",Alice,Frank,Tara,BAB,4,the hospital,package,14862,5278
"While Amy and Fred were at the museum, Fred delivered the map to","While Amy and Sam were at the museum, Sam delivered the map to",Amy,Fred,Sam,ABB,5,the museum,map,14235,8559
"While Zach and Amy were at the store, Zach delivered the pen to","While Yara and Amy were at the store, Yara delivered the pen to",Amy,Zach,Yara,BAB,5,the store,pen,14235,18825
